SampleNumber,ProductionArea,BedId,LocalAuthority,GridReference,SamplingPoint,DateSampleCollected,DateSampleArrivedAtWeymouth,SpeciesSampled,PSP_HPLC_ScreenResult_PS_NG,PSP_HPLC_ResultHighValueCalculatedFromMethodUncertainty,PSPAverageMBAResult,DSPResultPositive,DSPResultNegative,DomoicAcid,ActionRequired
BTX/2008/2315,Dart,B028F,South Hams DC,SX87415599,Waddeton,2008-07-22,2008-07-23,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2008/2316,Fowey,B070Q,Fowey PHA,SX13405165,Pont Pill No 34,2008-07-22,2008-07-23,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2008/2317,Plymouth,B32AD,Plymouth PHA,SX41875721,East of Ajax,2008-07-22,2008-07-23,Mussels,NG,,,,,,
BTX/2008/2318,The Wash,,Boston BC,,Zone 1,2008-07-21,2008-07-23,Cockles,NG,,,,NEGATIVE,<RL,
BTX/2008/2319,The Wash,,Boston BC,,Zone 2,2008-07-21,2008-07-23,Cockles,NG,,,,NEGATIVE,<RL,
BTX/2008/2320,The Wash,,Boston BC,,Zone 2,2008-07-21,2008-07-23,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2008/2321,Alde/Ore,B008E,Suffolk Coastal DC,TM46185505,Martello Tower,2008-07-22,2008-07-23,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2008/2322,Butley,B009A,Suffolk Coastal DC,TM39704870,Butley Creek,2008-07-22,2008-07-23,Pacific Oysters,NG,,,,NEGATIVE,<RL,
BTX/2008/2323,Conwy,B044H,Conwy CBC,SH76107970,Morfa,2008-07-21,2008-07-23,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2008/2324,Colwyn Bay,B069A,Conwy CBC,SH83208150,Rhos on Sea,2008-07-21,2008-07-23,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2008/2325,Burry Inlet,B038B,Carmarthenshire CC,SS48009950,North (West),2008-07-21,2008-07-23,Cockles,NG,,,Insufficient,,<RL,Follow up sample requested
BTX/2008/2326,Three Rivers,B071D,Carmarthenshire CC,SN33200860,Ginst Point - West,2008-07-21,2008-07-23,Cockles,NG,,,,NEGATIVE,<RL,
BTX/2008/2327,Three Rivers,B071E,Carmarthenshire CC,SN35700730,St Ishmaels,2008-07-21,2008-07-23,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2008/2352,The Wash,B004F,Kings Lynn & W Norfolk BC,TF60703390,Stylemans,2008-07-22,2008-07-24,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2008/2353,The Wash,,Kings Lynn & W Norfolk BC,,Zone 3,2008-07-22,2008-07-24,Cockles,NG,,,,NEGATIVE,<RL,
BTX/2008/2354,Keyhaven,B075A,New Forest DC,SZ31599045,Anchorage,2008-07-23,2008-07-24,Native Oysters,NG,,,,NEGATIVE,,
BTX/2008/2355,Swale,B076A,Swale BC,TQ97006640,River Swale #1,2008-07-23,2008-07-24,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2008/2375,Exe,B026E,Teignbridge DC,SX97808090,Pool,2008-07-28,2008-07-29,Mussels,NG,,,,Negative,<RL,
BTX/2008/2376,Teign,B027G,Teignbridge DC,SX92737273,Gasworks Bank,2008-07-28,2008-07-29,Mussels,NG,,,,Negative,<RL,
BTX/2008/2377,Burry Inlet,B038B,Carmarthenshire CC,SS48009950,North (West),2008-07-28,2008-07-29,Cockles,,,,,Negative,,
BTX/2008/2378,Yealm,B031F,Plymouth PHA,SX54104883,Thorn,2008-07-28,2008-07-29,Mussels,NG,,,,,,
BTX/2008/2401,Helford,B034A,Falmouth and Truro PHA,SW75282664,Calamansack Bar,2008-07-29,2008-07-30,Native Oysters,NG,,,,Negative,<RL,
BTX/2008/2402,West Mersea,B013F,Maldon DC,TL98611115,Tollesbury North,2008-07-29,2008-07-30,Native Oysters,NG,,,,Negative,<RL,
BTX/2008/2430,Roach,B073C,London PHA,TQ95699247,Paglesham Reach,2008-07-29,2008-07-31,Native Oysters,NG,,,,Negative,<RL,
BTX/2008/2445,Dee,B045S,Flintshire CC,SJ17648100,Salisbury Bank,2008-08-04,2008-08-05,Cockles,NG,,,Insufficient,,<RL,
BTX/2008/2446,Blackwater,B014D,Maldon DC,TL92500770,Goldhanger,2008-08-04,2008-08-05,Pacific Oysters,NG,,,,NEGATIVE,1.13,Follow up samples requested
BTX/2008/2448,Lyme Bay,B090K,East Devon DC,SY12068682,Chit Rocks,2008-08-04,2008-08-05,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2008/2449,Exe,B26AT,East Devon DC,SX99698050,Beacon Point,2008-08-04,2008-08-05,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2008/2450,Camel,B035J,North Cornwall DC,SW92517775,Trebetherick Rocks,2008-08-04,2008-08-05,Mussels,NG,,,POSITIVE,,<RL,Follow up samples requested
BTX/2008/2452,Yealm,B031F,Plymouth PHA,SX54104883,Thorn,2008-08-04,2008-08-05,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2008/2453,Morecambe Bay - East,B047A,Lancaster CC,SD44306530,Bare Ayre,2008-08-04,2008-08-05,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2008/2454,Dee,B045M,Wirral BC,SJ20708550,West Kirby - Tells Tower,2008-08-04,2008-08-05,Cockles,NG,,,,NEGATIVE,<RL,
BTX/2008/2455,North Kent Coast,B17BD,Thanet DC,TR27406970,Minnis Bay,2008-08-04,2008-08-05,Cockles,NG,,,,NEGATIVE,<RL,
BTX/2008/2456,Salcombe,B029D,South Hams DC,SX75554148,Geese Quarries,2008-08-04,2008-08-05,Pacific Oysters,NG,,,POSITIVE,,<RL,Follow up samples requested
BTX/2008/2478,Exe,B026E,Teignbridge DC,SX97808090,Pool,2008-08-05,2008-08-06,Mussels,Not Tested,,,Not Tested,,Not Tested,
BTX/2008/2479,Teign,B027G,Teignbridge DC,SX92737273,Gasworks Bank,2008-08-05,2008-08-06,Mussels,Not Tested,,,Not Tested,,Not Tested,
BTX/2008/2480,Ribble,B046C,West Lancashire DC,SD32802590,Point 31,2008-08-05,2008-08-06,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2008/2481,The Wash,,Kings Lynn & W Norfolk BC,,Zone 4,2008-08-04,2008-08-06,Cockles,NG,,,,NEGATIVE,<RL,
BTX/2008/2482,Brancaster,B005F,Kings Lynn & W Norfolk BC,TF79364451,Loose J,2008-08-05,2008-08-06,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2008/2483,Lune,B066G,Wyre BC,SD34004870,Knott Spit,2008-08-05,2008-08-06,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2008/2484,Plymouth,B32AD,Plymouth PHA,SX41875721,East of Ajax,2008-08-05,2008-08-06,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2008/2485,Blackwater,B014H,Maldon DC,TM05000000,Ray Sands,2008-08-05,2008-08-06,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2008/2486,Milford Haven,B39AF,Pembrokeshire CC,SM89400210,Roscrowther/Kilpaison,2008-08-05,2008-08-06,Cockles,NG,,,,NEGATIVE,<RL,
BTX/2008/2487,Milford Haven,B39CM,Pembrokeshire CC,SN01000620,Lawrenny Quay,2008-08-05,2008-08-06,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2008/2488,Milford Haven,B039H,Pembrokeshire CC,SN00100860,Coedcanlas Spit,2008-08-05,2008-08-06,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2008/2489,Fal,B033Z,Falmouth and Truro PHA,SW84093878,T Pontoon,2008-08-05,2008-08-06,Mussels,NG,,,,,,
BTX/2008/2490,Fal,B033Y,Falmouth and Truro PHA,SW85024095,R Pontoon/Tregothnan,2008-08-05,2008-08-06,Mussels,NG,,,,,,
BTX/2008/2491,Fal,B033P,Falmouth and Truro PHA,SW83883621,East Bank,2008-08-05,2008-08-06,Native Oysters,NG,,,,,,
BTX/2008/2492,Poole,B054P,Poole BC,SY99448968,Hamworthy,2008-08-05,2008-08-06,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2008/2494,Dart,B028F,South Hams DC,SX87415599,Waddeton,2008-08-05,2008-08-06,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2008/2495,Bigbury and Avon,B030B,South Hams DC,SX67324494,West Bank,2008-08-05,2008-08-06,Pacific Oysters,NG,,,,NEGATIVE,<RL,
BTX/2008/2538,Portland,B25AA,Weymouth PHA,SY69317746,Lyme Bay Shellfish,2008-08-11,2008-08-11,Mussels,NG,,,,NG,<RL,
BTX/2008/2539,Camel,B035M,North Cornwall DC,SW94597360,Pinkson  Creek,2008-08-11,2008-08-12,Mussels,,,,,NG,,
BTX/2008/2540,Camel,B035J,North Cornwall DC,SW92517775,Trebetherick Rocks,2008-08-11,2008-08-12,Mussels,,,,,NG,,
BTX/2008/2541,Camel,B035L,North Cornwall DC,SW93427533,Porthilly Rock,2008-08-11,2008-08-12,Mussels,,,,,NG,,
BTX/2008/2542,Colwyn Bay,B069A,Conwy CBC,SH83208150,Rhos on Sea,2008-08-11,2008-08-12,Mussels,NG,,,,NG,<RL,
BTX/2008/2543,Conwy,B044H,Conwy CBC,SH76107970,Morfa,2008-08-11,2008-08-12,Mussels,NG,,,,NG,<RL,
BTX/2008/2544,Morecambe Bay - Barrow,B077D,Barrow-in-Furness BC,SD23306470,Roa Island,2008-08-11,2008-08-12,Mussels,NG,,,,NG,<RL,
BTX/2008/2545,Morecambe Bay - Barrow,B077B,Barrow-in-Furness BC,SD18507060,Cocken Tunnel,2008-08-11,2008-08-12,Mussels,NG,,,,NG,<RL,
BTX/2008/2546,Dee,B045S,Flintshire CC,SJ17648100,Salisbury Bank,2008-08-11,2008-08-12,Cockles,NG,,,,NG,,
BTX/2008/2547,Keyhaven,B075A,New Forest DC,SZ31599045,Anchorage,2008-08-11,2008-08-12,Native Oysters,NG,,,,NG,<RL,
BTX/2008/2548,West Mersea,B013H,Colchester BC,TL99941328,Strood Channel,2008-08-11,2008-08-12,Native Oysters,NG,,,,NG,<RL,
BTX/2008/2549,West Mersea,B013D,Colchester BC,TL99101260,Salcott,2008-08-11,2008-08-12,Native Oysters,NG,,,,NG,<RL,
BTX/2008/2572,Portland,B025A,Weymouth PHA,SY66277626,Fleet Oyster Farm,2008-08-12,2008-08-12,Pacific Oysters,NG,,,,NG,<RL,
BTX/2008/2573,Brixham,B082A,Torbay BC,SX91125735,Fishcombe Cove,2008-08-12,2008-08-13,Mussels,NG,,,,NG,<RL,
BTX/2008/2574,Blakeney,B006N,North Norfolk DC,TF91804550,Wells Beacon,2008-08-12,2008-08-13,Mussels,NG,,,,NG,<RL,
BTX/2008/2575,Southampton Water,B021L,Southampton PHA,SU47800530,Hamble Estuary,2008-08-11,2008-08-13,Native Oysters,NG,,,,NG,<RL,
BTX/2008/2576,Southampton Water,B021D,Southampton PHA,SU45300770,Netley,2008-08-11,2008-08-13,Native Oysters,NG,,,,NG,<RL,
BTX/2008/2577,The Solent,B24AV,Southampton PHA,SZ47509960,Stanswood,2008-08-11,2008-08-13,Native Oysters,NG,,,,NG,<RL,
BTX/2008/2578,Helford,B034A,Falmouth and Truro PHA,SW75282664,Calamansack Bar,2008-08-12,2008-08-13,Native Oysters,NG,,,,,,
BTX/2008/2579,Start Bay,B087C,South Hams DC,SX82634290,Slapton Sands 2,2008-08-12,2008-08-13,Surf Clams,,,NG,,NG,<RL,
BTX/2008/2601,Walton Backwaters,B011G,Tendring DC ,TM22142478,Kirby Creek,2008-08-13,2008-08-14,Native Oysters,Not tested,,,Insufficient,,Not tested,Follow up sample requested
BTX/2008/2619,Salcombe,B029D,South Hams DC,SX75554148,Geese Quarries,2008-08-18,2008-08-19,Pacific Oysters,,,,,NEGATIVE,,
BTX/2008/2620,Camel,B035J,North Cornwall DC,SW92517775,Trebetherick Rocks,2008-08-18,2008-08-19,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2008/2621,Camel,B035M,North Cornwall DC,SW94597360,Pinkson  Creek,2008-08-18,2008-08-19,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2008/2622,Camel,B035L,North Cornwall DC,SW93427533,Porthilly Rock,2008-08-18,2008-08-19,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2008/2623,Yealm,B031F,Plymouth PHA,SX54104883,Thorn,2008-08-18,2008-08-19,Mussels,NG,,,,,,
BTX/2008/2624,Plymouth,B32AD,Plymouth PHA,SX41875721,East of Ajax,2008-08-18,2008-08-19,Mussels,NG,,,,,,
BTX/2008/2625,Taw/Torridge,B036N,Torridge DC,SS46603050,Appledore Lifeboat Slipway,2008-08-18,2008-08-19,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2008/2626,Dee,B045S,Flintshire CC,SJ17648100,Salisbury Bank,2008-08-18,2008-08-19,Cockles,NG,,,,NEGATIVE,<RL,
BTX/2008/2627,The Thames,B16AF,London PHA,TR12929919,Foulness Sands,2008-08-18,2008-08-19,Cockles,NG,,,,NEGATIVE,<RL,
BTX/2008/2628,The Thames,B16AK,London PHA,TR01198614,Maplin Sands West,2008-08-18,2008-08-19,Cockles,NG,,,,NEGATIVE,<RL,
BTX/2008/2629,The Thames,B16BR,London PHA,TQ93798271,Phoenix,2008-08-18,2008-08-19,Cockles,NG,,,,NEGATIVE,<RL,
BTX/2008/2630,Roach,B073C,London PHA,TQ95699247,Paglesham Reach,2008-08-18,2008-08-19,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2008/2631,Fal,B033Y,Falmouth and Truro PHA,SW85024095,R Pontoon/Tregothnan,2008-08-18,2008-08-19,Mussels,PS,<RL,,,NEGATIVE,<RL,
BTX/2008/2632,Fal,B033P,Falmouth and Truro PHA,SW83883621,East Bank,2008-08-18,2008-08-19,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2008/2633,Fal,B033Z,Falmouth and Truro PHA,SW84093878,T Pontoon,2008-08-18,2008-08-19,Mussels,PS,<RL,,Unable to analyse,,<RL,Follow Up sample requested
BTX/2008/2634,Milford Haven,B039H,Pembrokeshire CC,SN00100860,Coedcanlas Spit,2008-08-18,2008-08-19,Mussels,NG,,,,,,
BTX/2008/2635,Milford Haven,B39AF,Pembrokeshire CC,SM89400210,Roscrowther/Kilpaison,2008-08-18,2008-08-19,Cockles,NG,,,,,,
BTX/2008/2636,Milford Haven,B39CM,Pembrokeshire CC,SN01000620,Lawrenny Quay,2008-08-18,2008-08-19,Mussels,NG,,,,,,
BTX/2008/2637,Three Rivers,B071D,Carmarthenshire CC,SN33200860,Ginst Point - West,2008-08-18,2008-08-19,Cockles,NG,,,,NEGATIVE,<RL,
BTX/2008/2638,Three Rivers,B071E,Carmarthenshire CC,SN35700730,St Ishmaels,2008-08-18,2008-08-19,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2008/2639,Burry Inlet,B038B,Carmarthenshire CC,SS48009950,North (West),2008-08-18,2008-08-19,Cockles,NG,,,,NEGATIVE,<RL,
BTX/2008/2640,Burry Inlet,B038L,City and Council of Swansea,SS43409470,Whitford Point,2008-08-18,2008-08-19,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2008/2641,Burry Inlet,B038I,City and Council of Swansea,SS50509590,South East 4,2008-08-18,2008-08-19,Cockles,NG,,,,NEGATIVE,<RL,
BTX/2008/2642,The Wash,,Boston BC,,Zone 1,2008-08-18,2008-08-19,Cockles,NG,,,,NEGATIVE,<RL,
BTX/2008/2643,The Wash,,Boston BC,,Zone 2,2008-08-18,2008-08-19,Cockles,NG,,,,NEGATIVE,<RL,
BTX/2008/2644,The Wash,,Boston BC,,Zone 2,2008-08-18,2008-08-19,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2008/2645,Colne,B012F,Colchester BC,TM06201600,Pyefleet Spit,2008-08-18,2008-08-19,Pacific Oysters,NG,,,,NEGATIVE,<RL,
BTX/2008/2646,Dee,B045M,Wirral BC,SJ20708550,West Kirby - Tells Tower,2008-08-18,2008-08-19,Cockles,NG,,,,NEGATIVE,<RL,
BTX/2008/2647,North Kent Coast,B17BL,Canterbury CC,TR08206690,Pollard,2008-08-18,2008-08-19,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2008/2648,North Kent Coast,B17AM,Canterbury CC,TR08206690,Pollard,2008-08-18,2008-08-19,Pacific Oysters,NG,,,,NEGATIVE,<RL,
BTX/2008/2649,Taw/Torridge,B036F,North Devon DC,SS47303210,Cool Stone - Instow,2008-08-18,2008-08-19,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2008/2650,Holy Island-Ross Links,B001O,Berwick upon Tweed BC,NU12333958,Ross Links,2008-08-18,2008-08-19,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2008/2666,Swansea,B037I,City and Council of Swansea,SS62908930,Swansea Bay S,2008-08-19,2008-08-20,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2008/2667,Ravenglass,B053B,Copeland DC,SD08509610,Ravenglass,2008-08-19,2008-08-20,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2008/2668,Swale,B076A,Swale BC,TQ97006640,River Swale #1,2008-08-19,2008-08-20,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2008/2669,Walton Backwaters,B011G,Tendring DC ,TM22142478,Kirby Creek,2008-08-19,2008-08-20,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2008/2670,Butley,B009A,Suffolk Coastal DC,TM39704870,Butley Creek,2008-08-19,2008-08-20,Pacific Oysters,NG,,,,NEGATIVE,<RL,
BTX/2008/2671,Chichester Harbour,B018C,Chichester DC,SU78400160,Chichester Channel,2008-08-19,2008-08-20,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2008/2672,Chichester Harbour,B018E,Havant BC,SU74600050,Mill Rythe,2008-08-19,2008-08-20,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2008/2673,Blackwater,B014D,Maldon DC,TL92500770,Goldhanger,2008-08-19,2008-08-20,Pacific Oysters,,,,,,<RL,
BTX/2008/2695,Beaulieu,B023B,New Forest DC,SZ42729773,Needs Ore,2008-08-20,2008-08-21,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2008/2726,Dee,B045S,Flintshire CC,SJ17648100,Bournemouth Pier,2008-08-26,2008-08-27,Cockles,NG,,,,,,
BTX/2008/2727,Fal,B033P,Falmouth and Truro PHA,SW83883621,East Bank,2008-08-26,2008-08-27,Native Oysters,PS,,ND,,,,
BTX/2008/2728,Fal,B033Z,Falmouth and Truro PHA,SW84093878,T Pontoon,2008-08-26,2008-08-27,Mussels,,,,,NEGATIVE,,
BTX/2008/2729,Fal,B033Y,Falmouth and Truro PHA,SW85024095,R Pontoon/Tregothnan,2008-08-26,2008-08-27,Mussels,Not Tested,,,Not Tested,,Not Tested,
BTX/2008/2730,Fowey,B070S,Fowey PHA,SX12605320,Wisemans,2008-08-26,2008-08-27,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2008/2731,Milford Haven,B39CM,Pembrokeshire CC,SN01000620,Lawrenny Quay,2008-08-26,2008-08-27,Mussels,NG,,,,,,
BTX/2008/2732,Poole,B054P,Poole BC,SY99448968,Hamworthy,2008-08-26,2008-08-27,Mussels,NG,,,,,,
BTX/2008/2733,Poole,B54BF,Poole BC,SZ09119017,Bournemouth Pier,2008-08-26,2008-08-27,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2008/2734,West Mersea,B013F,Maldon DC,TL98611115,Tollesbury North,2008-08-26,2008-08-27,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2008/2735,Alde/Ore,B008D,Suffolk Coastal DC,TM46055446,Home Reach,2008-08-26,2008-08-27,Pacific Oysters,NG,,,,NEGATIVE,<RL,
BTX/2008/2770,Helford,B034A,Falmouth and Truro PHA,SW75282664,Calamansack Bar,2008-08-27,2008-08-28,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2008/2797,Milford Haven,B039H,Pembrokeshire CC,SN00100860,Coedcanlas Spit,2008-08-31,2008-09-02,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2008/2798,Milford Haven,B39CM,Pembrokeshire CC,SN01000620,Lawrenny Quay,2008-08-31,2008-09-02,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2008/2799,Milford Haven,B39AF,Pembrokeshire CC,SM89400210,Roscrowther/Kilpaison,2008-08-31,2008-09-02,Cockles,NG,,,,NEGATIVE,<RL,
BTX/2008/2800,Brancaster,B005F,Kings Lynn & W Norfolk BC,TF79364451,Loose J,2008-09-01,2008-09-02,Mussels,NG,,,,NEGATIVE ,<RL,
BTX/2008/2801,Blackwater,B014D,Maldon DC,TL92500770,Goldhanger,2008-09-01,2008-09-02,Pacific Oysters,NG,,,,,1.6,
BTX/2008/2802,The Thames,B16AF,London PHA,TR12929919,Foulness Sands,2008-09-01,2008-09-02,Cockles,NG,,,,NEGATIVE ,<RL,
BTX/2008/2803,The Thames,B16BR,London PHA,TQ93798271,Phoenix,2008-09-01,2008-09-02,Cockles,NG,,,,NEGATIVE ,<RL,
BTX/2008/2804,The Thames,B16AK,London PHA,TR01198614,Maplin Sands West,2008-09-01,2008-09-02,Cockles,NG,,,,NEGATIVE ,<RL,
BTX/2008/2805,Fal,B033P,Falmouth and Truro PHA,SW83883621,East Bank,2008-09-01,2008-09-02,Native Oysters,PS,,ND,,,,
BTX/2008/2806,Fal,B033Y,Falmouth and Truro PHA,SW85024095,R Pontoon/Tregothnan,2008-09-01,2008-09-02,Mussels,PS,<RL,,,,,
BTX/2008/2807,Fal,B033Z,Falmouth and Truro PHA,SW84093878,T Pontoon,2008-09-01,2008-09-02,Mussels,PS,<RL,,,,,
BTX/2008/2808,Fowey,B070S,Fowey PHA,SX12605320,Wisemans,2008-09-01,2008-09-02,Mussels,NG,,,,,,
BTX/2008/2809,Camel,B035L,North Cornwall DC,SW93427533,Porthilly Rock,2008-09-01,2008-09-02,Mussels,NG,,,,,,
BTX/2008/2810,Camel,B035J,North Cornwall DC,SW92517775,Trebetherick Rocks,2008-09-01,2008-09-02,Mussels,NG,,,,NEGATIVE ,<RL,
BTX/2008/2811,The Solent,B24AV,Southampton PHA,SZ47509960,Stanswood,2008-09-01,2008-09-02,Native Oysters,NG,,,,NEGATIVE ,<RL,
BTX/2008/2812,Salcombe,B029D,South Hams DC,SX75554148,Geese Quarries,2008-09-01,2008-09-02,Pacific Oysters,PS,,ND,,NEGATIVE ,<RL,
BTX/2008/2813,Yealm,B031F,Plymouth PHA,SX54104883,Thorn,2008-09-01,2008-09-02,Mussels,NG,,,,NEGATIVE ,<RL,
BTX/2008/2835,The Wash,,Kings Lynn & W Norfolk BC,,Zone 4,2008-09-02,2008-09-03,Cockles,NG,,,,NEGATIVE ,<RL,
BTX/2008/2836,Brixham,B082A,Torbay BC,SX91125735,Fishcombe Cove,2008-09-02,2008-09-03,Mussels,NG,,,,NEGATIVE ,<RL,
BTX/2008/2837,Plymouth,B32AD,Plymouth PHA,SX41875721,East of Ajax,2008-09-02,2008-09-03,Mussels,NG,,,,NEGATIVE ,<RL,
BTX/2008/2838,Dart,B028F,South Hams DC,SX87415599,Waddeton,2008-09-02,2008-09-03,Mussels,NG,,,,NEGATIVE ,<RL,
BTX/2008/2839,Ribble,B046C,West Lancashire DC,SD32802590,Point 31,2008-09-02,2008-09-03,Mussels,NG,,,,NEGATIVE ,<RL,
BTX/2008/2885,Blackwater,B014D,Maldon DC,TL92500770,Goldhanger,2008-09-01,2008-09-03,Pacific Oysters,,,,,NEGATIVE ,,
BTX/2008/2886,The Solent,B24BB,Isle of Wight Council,SZ59509350,Ryde Sands,2008-09-03,2008-09-05,Cockles,NG,,,,NEGATIVE,<RL,
BTX/2008/2888,Portland,B25AA,Weymouth PHA,SY69317746,Lyme Bay Shellfish,2008-09-08,2008-09-08,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2008/2889,West Mersea,B013D,Colchester BC,TL99101260,Salcott,2008-09-08,2008-09-09,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2008/2890,West Mersea,B013H,Colchester BC,TL99941328,Strood Channel,2008-09-08,2008-09-09,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2008/2891,West Mersea,B013L,Colchester BC,TM04521160,Mersea Shore,2008-09-08,2008-09-09,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2008/2892,Start Bay,B087C,South Hams DC,SX82634290,Slapton Sands 2,2008-09-08,2008-09-09,Surf Clams,,,ND,,NEGATIVE,<RL,
BTX/2008/2893,Exe,B26AT,East Devon DC,SX99698050,Beacon Point,2008-09-08,2008-09-09,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2008/2894,Morecambe Bay - East,B047A,Lancaster CC,SD44306530,Bare Ayre,2008-09-08,2008-09-09,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2008/2918,Morecambe Bay - Barrow,B077B,Barrow-in-Furness BC,SD18507060,Cocken Tunnel,2008-09-09,2008-09-10,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2008/2919,Morecambe Bay - Barrow,B077D,Barrow-in-Furness BC,SD23306470,Roa Island,2008-09-09,2008-09-10,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2008/2920,Helford,B034A,Falmouth and Truro PHA,SW75282664,Calamansack Bar,2008-09-09,2008-09-10,Native Oysters,NG,,,,,,
BTX/2008/2921,Fal,B033Z,Falmouth and Truro PHA,SW84093878,T Pontoon,2008-09-09,2008-09-10,Mussels,PS ,<RL,,,,,
BTX/2008/2922,Southampton Water,B021L,Southampton PHA,SU47800530,Hamble Estuary,2008-09-08,2008-09-10,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2008/2923,Southampton Water,B021D,Southampton PHA,SU45300770,Netley,2008-09-08,2008-09-10,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2008/2924,The Solent,B024H,Isle of Wight Council,SZ45209410,Thorness,2008-09-09,2008-09-10,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2008/2925,The Solent,B024N,Isle of Wight Council,SZ34809020,Yarmouth - Blackrock,2008-09-09,2008-09-10,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2008/2926,Walton Backwaters,B011G,Tendring DC ,TM22142478,Kirby Creek,2008-09-09,2008-09-10,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2008/2927,Blackwater,B014H,Maldon DC,TM05000000,Ray Sands,2008-09-09,2008-09-10,Mussels,NG,,,,NEGATIVE,<RL,
BTX/2008/2928,Bigbury and Avon,B030B,South Hams DC,SX67324494,West Bank,2008-09-09,2008-09-10,Pacific Oysters,NG,,,,NEGATIVE,<RL,
BTX/2008/2929,Poole,B054P,Poole BC,SY99448968,Hamworthy,2008-09-09,2008-09-10,Mussels,NG,,,,,,
BTX/2008/2954,Chichester Harbour,B018C,Chichester DC,SU78400160,Chichester Channel,2008-09-10,2008-09-11,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2008/2955,Chichester Harbour,B018E,Havant BC,SU74600050,Mill Rythe,2008-09-10,2008-09-11,Native Oysters,NG,,,,NEGATIVE,<RL,
BTX/2008/2971,Blackwater,B014D,Maldon DC,TL92500770,Goldhanger,2008-09-15,2008-09-16,Pacific Oysters,NG,,,,NEGATIVE,<RL,
BTX/2008/2972,Alde/Ore,B008D,Suffolk Coastal DC,TM46055446,Home Reach,2008-09-15,2008-09-16,Pacific Oysters,NG,,,,NEGATIVE,<RL,
BTX/2008/2973,Colne,B012F,Colchester BC,TM06201600,Pyefleet Spit,2008-09-15,2008-09-16,Pacific Oysters,NG,,,,NEGATIVE,<RL,
BTX/2008/2974,Roach,B073C,London PHA,TQ95699247,Paglesham Reach,2008-09-15,2008-09-16,Native Oysters,NG,,,,NEGATIVE,<RL,
