SampleNumber,ProductionArea,BedId,LocalAuthority,GridReference,SamplingPoint,DateSampleCollected,DateSampleArrivedAtWeymouth,SpeciesSampled,PSP_HPLCScreenResult_Detected_ND,PSP_HPLCSemiquantResult,PSP_HPLCResultHighValueCalculatedFromMU,TotalOA_DTXs_PTXsHighValueCalculatedFromMU,TotalAZAsHighValueCalculatedFromMU,TotalYTXsHighValueCalculatedFromMU,ASP,ActionRequired
BTX/2015/0687,Fowey,B070Z,Cornwall PHA,SX12595313,Wisemans,2015-03-25,2015-03-26,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/0688,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2015-03-25,2015-03-26,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/0689,Humber,B067J,East Lindsey DC,TA39140282,Horseshoe Point East,2015-03-25,2015-03-26,Cockles,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/0738,Burry Inlet,B038B,Carmarthenshire CC,SS48009950,North (West),2015-03-30,2015-03-31,Cockles,ND,,,<RL,<RL,<RL,1.8,
BTX/2015/0739,West Mersea,B13AG,Colchester BC,TL9261322,Salcott Pacifics,2015-03-30,2015-03-31,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/0740,Holy Island - Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,2015-03-30,2015-03-31,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/0768,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,2015-03-31,2015-04-01,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/0773,The Fleet,B25AI,Weymouth PHA,SY66477627,Fleet Oysters,2015-04-07,2015-04-08,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/0820,Humber,B067J,East Lindsey DC,TA3905902834,Horseshoe Point East,2015-04-07,2015-04-08,Cockles,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/0821,Southampton Water,B021Y,Southampton PHA,SU48760530,Hamble Estuary,2015-04-07,2015-04-08,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/0822,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,2015-04-07,2015-04-08,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/0846,North Kent Coast,B17AM,Canterbury CC,TR08206690,Pollard,2015-04-08,2015-04-09,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/0847,West Mersea,B13AA,Colchester BC,TM02991216,West Mersea Outfall,2015-04-08,2015-04-09,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/0848,Blackwater,B14AD,Maldon DC,TM04060768,St Peters Flats ,2015-04-08,2015-04-09,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/0849,Poole,B54CL,Poole BC,SZ01818871,West Brownsea 1,2015-04-08,2015-04-09,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/0850,Yealm,B031J,Plymouth PHA,SX54224904,Thorn,2015-04-08,2015-04-09,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/0851,Butley,B009A,Suffolk Coastal DC,TM39704870,Butley Creek ,2015-04-08,2015-04-09,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/0852,Brixham,B082A,Torbay BC,SX91125735,Fishcombe Cove,2015-04-08,2015-04-09,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/0855,Porlock,B094A,West Somerset Council,SS87134783,Porlock Beach,2015-04-08,2015-04-09,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/0860,Menai Strait - West,B042O,Gwynedd CC,SH49916579,Area 11 East,2015-04-08,2015-04-10,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/0861,Menai Strait - East,B055S,Gwynedd CC,SH58334732,West of Bangor Pier,2015-04-08,2015-04-10,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/0862,Deben,B010O,Suffolk Coastal DC,TM28834500,Stonner Point,2015-04-09,2015-04-10,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/0863,Swale,B076P,Swale BC,TR01316497,The Causeway,2015-04-09,2015-04-10,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/0890,The Thames,B16BS,London PHA,TQ88148489,West of Southend Pier ,2015-04-13,2015-04-14,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/0891,Holy Island - Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,2015-04-12,2015-04-14,Pacific oysters,ND,,,,,,,
BTX/2015/0916,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2015-04-14,2015-04-15,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/0917,Fowey,B070Z,Cornwall PHA,SX12595313,Wisemans,2015-04-14,2015-04-15,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/0918,St. Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2015-04-14,2015-04-15,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/0919,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,2015-04-14,2015-04-15,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/0920,Brancaster,B005F,Kings Lynn & West Norfolk BC,TF79364451,Loose-J,2015-04-14,2015-04-15,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/0921,The Wash,B04AP,Kings Lynn & West Norfolk BC,TF65963701,Stubborn Sand,2015-04-14,2015-04-15,Cockles,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/0938,Colne,B012F,Colchester BC,TM06211603,Pyefleet Spit,2015-04-15,2015-04-16,Pacific Oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/0939,Camel,B035X,Cornwall CC,SW93427533,Porthilly Cove,2015-04-15,2015-04-16,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/0940,Portsmouth Harbour,B020I,Portsmouth PHA,SU64920435,Tipner Bridge,2015-04-15,2015-04-16,Hard clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/0941,Roach,B73AF,London PHA,TQ94909207,Paglesham,2015-04-15,2015-04-16,Hard clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/0949,Taw/Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,2015-04-15,2015-04-17,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/0950,Blakeney,B006R,North Norfolk DC,TF91814545,Wells - The Pool,2015-04-16,2015-04-17,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/0951,Langstone Harbour,B019I,Portsmouth PHA,SU70560339,Stoke Common Lake,2015-04-16,2015-04-17,Hard clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/0952,Porlock,B094A,West Somerset Council,SS87144783,Porlock Beach,2015-04-16,2015-04-17,Pacific oysters,ND,,,,,,,
BTX/2015/0953,Start Bay,B087C,South Hams DC,SX82634290,Slapton Sands 2,2015-04-16,2015-04-17,Surf clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/0954,Dart,B028B,South Hams DC,SX87415599,Waddeton ,2015-04-16,2015-04-17,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/0981,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,2015-04-20,2015-04-21,Pacific oysters,ND,,,,,,,
BTX/2015/0982,The Wash,B003V,Boston BC,TF44234098,Toft,2015-04-20,2015-04-21,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/0983,Holy Island - Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,2015-04-19,2015-04-21,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/0984,Poole,B54CL,Poole BC,SZ01818871,West Brownsea 1,2015-04-20,2015-04-21,Mussels,ND,,,,,,,
BTX/2015/0985,Burry Inlet,B038L,City and Council of Swansea,SS4425695519,Whitford Point ,2015-04-20,2015-04-21,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/0986,Burry Inlet,B038I,City and Council of Swansea,SS5113995645,South East 4,2015-04-20,2015-04-21,Cockles,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/1015,Silloth,B059L,Allerdale BC,NY10055345,Lees Scar,2015-04-21,2015-04-22,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/1016,Menai Strait - East,B055S,Gwynedd CC,SH58334732,West of Bangor Pier,2015-04-21,2015-04-22,Mussels,ND,,,,,,,
BTX/2015/1017,Morecambe Bay - East,B047A,Lancaster CC,SD44306530,Bare Ayre ,2015-04-21,2015-04-22,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/1018,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,2015-04-21,2015-04-22,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/1019,Humber,B067J,East Lindsey DC,TA39140282,Horseshoe Point East,2015-04-21,2015-04-22,Cockles,ND,,,,,,,
BTX/2015/1036,Duddon,B052E,Barrow-in-Furness BC,SD17067656,Duddon Channel Upstream End,2015-04-22,2015-04-23,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/1037,Morecambe Bay - Barrow,B077B,Barrow-in-Furness BC,SD18507060,Cocken Tunnel,2015-04-22,2015-04-23,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/1038,Morecambe Bay - Barrow,B077D,Barrow-in-Furness BC,SD23306470,Roa Island,2015-04-22,2015-04-23,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/1039,Conwy,B044H,Conwy CBC,SH76107970,Morfa ,2015-04-22,2015-04-23,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/1040,Ribble,B046C,West Lancashire DC,SD32802590,Point 31,2015-04-22,2015-04-23,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/1041,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,2015-04-22,2015-04-23,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/1043,Yealm,B031J,Plymouth PHA,SX54224904,Thorn,2015-04-22,2015-04-23,Pacific oysters,ND,,,,,,,
BTX/2015/1044,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,2015-04-22,2015-04-23,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/1045,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,2015-04-22,2015-04-23,Mussels,ND,,,<RL,<RL,<RL,3.7,
BTX/2015/1046,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,2015-04-22,2015-04-23,Mussels,ND,,,<RL,<RL,<RL,5.9,
BTX/2015/1077,West Mersea,B13AG,Colchester BC,TL97441340,Salcott Pacifics,2015-04-27,2015-04-28,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/1078,Brixham,B082A,Torbay BC,SX91125735,Fishcombe Cove,2015-04-27,2015-04-28,Mussels,ND,,,,,,,
BTX/2015/1103,Fal,B33AN,Cornwall PHA,SW81963546,Mylor Creek,2015-04-28,2015-04-29,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/1104,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,2015-04-28,2015-04-29,Mussels,ND,,,,,,,
BTX/2015/1124,Lantivet Bay,B70AH,Cornwall PHA,SX16305094,Sandheap Point,2015-04-29,2015-04-30,Razors,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/1125,Fowey,B070Z,Cornwall PHA,SX12595313,Wisemans,2015-04-29,2015-04-30,Mussels,ND,,,,,,,
BTX/2015/1126,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2015-04-29,2015-04-30,Mussels,ND,,,,,,,
BTX/2015/1127,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,2015-04-29,2015-04-30,Mussels,ND,,,,,,,
BTX/2015/1181,Burry Inlet,B038B,Carmarthenshire CC,SS48009950,North (West),2015-05-05,2015-05-06,Cockles,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/1182,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,2015-05-05,2015-05-06,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/1188,The Fleet,B25AI,Weymouth PHA,SY66277626,Fleet Oysters,2015-05-06,2015-05-06,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/1202,Duddon,B052E,Barrow-in-Furness BC,SD17067656,Duddon Channel Upstream End,2015-05-06,2015-05-07,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/1203,West Mersea,B13AA,Colchester BC,TM02981218,West Mersea Outfall,2015-05-06,2015-05-07,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/1204,Porlock,B094A,West Somerset Council,SS87144783,Porlock Beach,2015-05-06,2015-05-07,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/1205,Holy Island - Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,2015-05-06,2015-05-07,Pacific oysters,ND,,,,,,,
BTX/2015/1206,Yealm,B031J,Plymouth PHA,SX54224904,Thorn,2015-05-06,2015-05-07,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/1216,Blackwater,B14AD,Maldon DC,TM04060768,St Peters Flats ,2015-05-07,2015-05-08,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/1217,The Thames,B16BS,London PHA,TQ88148489,West of Southend Pier ,2015-05-07,2015-05-08,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/1218,Langstone Harbour,B019I,Portsmouth PHA,SU70560339,Stoke Common Lake,2015-05-07,2015-05-08,Hard clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/1219,Portsmouth Harbour,B020I,Portsmouth PHA,SU64080370,Tipner Bridge,2015-05-07,2015-05-08,Hard clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/1220,Butley,B009E,Suffolk Coastal DC,TM39434850,Pumping Station Outfall,2015-05-07,2015-05-08,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/1221,Deben,B010O,Suffolk Coastal DC,TM28834500,Stonner Point,2015-05-07,2015-05-08,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/1222,Southampton Water,B021Y,Southampton PHA,SU48760530,Hamble Estuary,2015-05-07,2015-05-08,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/1223,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,2015-05-07,2015-05-08,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/1253,Menai Strait - West,B042O,Gwynedd CC,SH49916579,Area 11 East,2015-05-10,2015-05-12,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/1254,Menai Strait - East,B055S,Gwynedd CC,SH58334732,West of Bangor Pier,2015-05-11,2015-05-12,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/1256,Swale,B076P,Swale BC,TR01316497,The Causeway,2015-05-11,2015-05-12,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/1284,Fal,B33AN,Cornwall PHA,SW81963551,Mylor Creek,2015-05-12,2015-05-13,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/1285,Fal,B33BD,Cornwall PHA,SW84093949,TrelissickPontoon,2015-05-12,2015-05-13,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/1286,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,2015-05-12,2015-05-13,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/1301,Chichester Harbour,B018P,Chichester DC,SU77760479,Hambrook,2015-05-13,2015-05-14,Manila clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/1302,Colne,B012F,Colchester BC,TM06231603,Pyefleet Spit,2015-05-13,2015-05-14,Pacific Oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/1313,Roach,B73AF,London PHA,TQ94909207,Paglesham,2015-05-14,2015-05-15,Hard clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/1314,Poole,B54CL,Poole BC,SZ01818871,West Brownsea 1,2015-05-14,2015-05-15,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/1338,Brancaster,B005F,Kings Lynn & West Norfolk BC,TF79364451,Loose-J,2015-05-18,2015-05-19,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/1339,Camel,B035X,Cornwall CC,SW93427533,Porthilly Cove,2015-05-18,2015-05-19,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/1340,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,2015-05-18,2015-05-19,Pacific oysters,ND,,,,,,,
BTX/2015/1341,Taw/Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,2015-05-18,2015-05-19,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/1342,Holy Island - Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,2015-05-18,2015-05-19,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/1343,Yealm,B031J,Plymouth PHA,SX54224904,Thorn,2015-05-18,2015-05-19,Pacific oysters,ND,,,,,,,
BTX/2015/1344,Dart,B028B,South Hams DC,SX87415599,Waddeton ,2015-05-18,2015-05-19,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/1345,Burry Inlet,B038I,City and Council of Swansea,SS5113995645,South East 4,2015-05-18,2015-05-19,Cockles,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/1346,Porlock,B094A,West Somerset Council,SS87144783,Porlock Beach,2015-05-18,2015-05-19,Pacific oysters,ND,,,,,,,
BTX/2015/1348,Burry Inlet,B038L,City and Council of Swansea,SS4425695519,Whitford Point ,2015-05-18,2015-05-19,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/1382,Silloth,B059L,Allerdale BC,NY10055345,Lees Scar,2015-05-19,2015-05-20,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/1383,The Wash,B003V,Boston BC,TF44234098,Toft,2015-05-19,2015-05-20,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/1384,North Kent Coast,B17AM,Canterbury CC,TR08206690,Pollard,2015-05-19,2015-05-20,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/1385,Fowey,B070Z,Cornwall PHA,SX12595313,Wisemans,2015-05-19,2015-05-20,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/1386,Lantivet Bay,B70AH,Cornwall PHA,SX16305094,Sandheap Point,2015-05-19,2015-05-20,Razors,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/1387,St. Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2015-05-19,2015-05-20,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/1388,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2015-05-19,2015-05-20,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/1389,The Wash,B04AP,Kings Lynn & West Norfolk BC,TF65963701,Stubborn Sand,2015-05-19,2015-05-20,Cockles,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/1390,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,2015-05-19,2015-05-20,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/1391,Start Bay,B087C,South Hams DC,SX82634290,Slapton Sands 2,2015-05-19,2015-05-20,Surf clams,ND,,,<RL,<RL,<RL,2.7,
BTX/2015/1392,Brixham,B082A,Torbay BC,SX91125735,Fishcombe Cove,2015-05-19,2015-05-20,Mussels,ND,,,<RL,<RL,<RL,8.1,
BTX/2015/1393,Blakeney,B006R,North Norfolk DC,TF91814545,Wells - The Pool,2015-05-19,2015-05-20,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/1406,Duddon,B052E,Barrow-in-Furness BC,SD17067656,Duddon Channel Upstream End,2015-05-20,2015-05-21,Mussels,ND,,,,,,,
BTX/2015/1407,Morecambe Bay - Barrow,B077D,Barrow-in-Furness BC,SD23306470,Roa Island,2015-05-20,2015-05-21,Mussels,ND,,,32,<RL,<RL,<LOQ,
BTX/2015/1408,Morecambe Bay - Barrow,B077B,Barrow-in-Furness BC,SD18507060,Cocken Tunnel,2015-05-20,2015-05-21,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/1409,Morecambe Bay - East,B047A,Lancaster CC,SD44306530,Bare Ayre ,2015-05-20,2015-05-21,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/1410,Ribble,B046C,West Lancashire DC,SD32802590,Point 31,2015-05-20,2015-05-21,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/1411,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,2015-05-20,2015-05-21,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/1412,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,2015-05-20,2015-05-21,Mussels,ND,,,<RL,<RL,<RL,4.5,
BTX/2015/1413,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,2015-05-20,2015-05-21,Mussels,ND,,,<RL,<RL,<RL,4.1,
BTX/2015/1466,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,2015-05-26,2015-05-27,Mussels,ND,,,,,,,
BTX/2015/1467,Fal,B33AN,Cornwall PHA,SW81963551,Mylor Creek,2015-05-26,2015-05-27,Mussels,ND,,,,,,,
BTX/2015/1468,Menai Strait - East,B055S,Gwynedd CC,SH57587302,West of Bangor Pier,2015-05-26,2015-05-27,Mussels,ND,,,,,,,
BTX/2015/1469,Brixham,B082A,Torbay BC,SX91125735,Fishcombe Cove,2015-05-26,2015-05-27,Mussels,ND,,,,,,<LOQ,
BTX/2015/1471,Poole,B54CL,Poole BC,SZ01818871,West Brownsea 1,2015-05-26,2015-05-27,Mussels,ND,,,,,,,
BTX/2015/1488,West Mersea,B13AG,Colchester BC,TL97441340,Salcott Pacifics,2015-05-27,2015-05-28,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/1491,St. Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2015-05-28,2015-05-29,Mussels,ND,,,,,,,
BTX/2015/1516,Burry Inlet,B038B,Carmarthenshire CC,SS48009950,North (West),2015-06-01,2015-06-02,Cockles,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/1517,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,2015-06-01,2015-06-02,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/1518,Humber,B067J,East Lindsey DC,TA39140280,Horseshoe Point East,2015-06-01,2015-06-02,Cockles,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/1520,The Fleet,B25AI,Weymouth PHA,SY66277627,Fleet Oysters,2015-06-02,2015-06-02,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/1548,Holy Island - Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,2015-06-02,2015-06-03,Pacific oysters,ND,,,,,,,
BTX/2015/1549,Butley,B009E,Suffolk Coastal DC,TM39434850,Pumping Station Outfall,2015-06-02,2015-06-03,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/1550,Deben,B010O,Suffolk Coastal DC,TM28834500,Stonner Point,2015-06-02,2015-06-03,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/1551,Blakeney,B006R,North Norfolk DC,TF91814545,Wells - The Pool,2015-06-02,2015-06-03,Mussels,,,,,,,<LOQ,
BTX/2015/1565,Duddon,B052E,Barrow-in-Furness BC,SD17067656,Duddon Channel Upstream End,2015-06-03,2015-06-04,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/1566,West Mersea,B13AA,Colchester BC,TM02981219,West Mersea Outfall,2015-06-03,2015-06-04,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/1567,Fowey,B070Z,Cornwall PHA,SX12595313,Wisemans,2015-06-03,2015-06-04,Mussels,ND,,,,,,,
BTX/2015/1568,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2015-06-03,2015-06-04,Mussels,ND,,,,,,,
BTX/2015/1569,The Thames,B16CN,London PHA,TR00508769,East of Havengore Creek,2015-06-03,2015-06-04,Cockles,ND,,,<RL,<RL,<RL,<LOQ,
BYX/2015/1570,The Thames,B16BR,London PHA,TQ93798271,Phoenix,2015-06-03,2015-06-04,Cockles,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/1571,Start Bay,B087C,South Hams DC,SX82634290,Slapton Sands 2,2015-06-03,2015-06-04,Surf clams,ND,,,<RL,<RL,<RL,1.3,
BTX/2015/1572,St. Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2015-06-03,2015-06-04,Mussels,,,,<RL,<RL,<RL,,
BTX/2015/1573,Lantivet Bay,,Cornwall PHA,SX16305094,Sandheap Point,2015-06-03,2015-06-04,Mussels,Not tested,,,Not tested,Not tested,Not tested,Not tested,
BTX/2015/1574,Blackwater,B14AD,Maldon DC,TM04060768,St Peters Flats ,2015-06-03,2015-06-04,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/1575,The Thames,B16CM,London PHA,TR06779599,Crouch Approach,2015-06-03,2015-06-04,Cockles,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/1576,Porlock,B094A,West Somerset Council,SS87144783,Porlock Beach,2015-06-03,2015-06-04,Pacific oysters,ND,,,<RL,<RL,<RL,1.1,
BTX/2015/1577,Yealm,B031J,Plymouth PHA,SX54224904,Thorn,2015-06-03,2015-06-04,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/1580,Poole,B54CL,Poole BC,SZ01818871,West Brownsea 1,2015-06-04,2015-06-05,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/1581,Portsmouth Harbour,B020I,Portsmouth PHA,SU64080370,Tipner Bridge,2015-06-04,2015-06-05,Hard clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/1582,Langstone Harbour,B019I,Portsmouth PHA,SU70560339,Stoke Common Lake,2015-06-04,2015-06-05,Hard clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/1617,Menai Strait - East,B055S,Gwynedd CC,SH58334732,West of Bangor Pier,2015-06-07,2015-06-09,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/1618,Menai Strait - West,B042O,Gwynedd CC,SH49916579,Area 11 East,2015-06-07,2015-06-09,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/1619,Chichester Harbour,B018P,Chichester DC,SU77760479,Hambrook,2015-06-08,2015-06-09,Manila clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX/2015/1620,Southampton Water,B021Y,Southampton PHA,SU48760530,Hamble Estuary,2015-06-08,2015-06-09,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
