SampleNumber,ProductionArea,BedId,LocalAuthority,GridReference,SamplingPoint,DateSampleCollected,DateSampleArrivedAtWeymouth,SpeciesSampled,PSP_HPLCScreenResult_Detected_ND,PSP_HPLCResultHighValueCalculatedFromMU,TotalOA_DTXs_PTXsHighValueCalculatedFromMU,TotalAZAsHighValueCalculatedFromMU,TotalYTXsHighValueCalculatedFromMU,ASP,ActionRequired
BTX/2013/1358,Poole,B54BL,Poole BC,SZ01818870,West Brownsea 1,2013-05-28,2013-05-29,Pacific oysters,Not tested,,Not tested,Not tested,Not tested,Not tested,
BTX/2013/1359,West Mersea,B13AA,Colchester BC,TM0301412122,West Mersea Outfall,2013-05-28,2013-05-29,Pacific oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/1380,Colwyn Bay,B069A,Conwy CBC,SH832815,Rhos-on-Sea ,2013-05-29,2013-05-30,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/1381,Swale,B076A,Swale BC,TQ97006640,Swale BC/1 ,2013-05-29,2013-05-30,Mussels,Detected,<RL,<RL,<RL,<RL,<LOQ,
BTX/2013/1382,Milford Haven,B39CY,Pembrokeshire CC,SM95500420,Carr Rocks,2013-05-28,2013-05-30,Mussels,ND,,,,,,
BTX/2013/1383,Start Bay,B087C,South Hams DC,SX82634290,Slapton Sands 2,2013-05-28,2013-05-30,Surf clams,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/1384,Dart,B028F,South Hams DC,SX87415599,Waddeton ,2013-05-28,2013-05-30,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/1389,Silloth,B059L,Allerdale BC,NY10055345,Lees Scar,2013-05-30,2013-05-31,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/1408,Brancaster,B005F,Kings Lynn & West Norfolk BC,TF79364451,Loose-J,2013-06-03,2013-06-04,Mussels,Detected,<RL,<RL,<RL,<RL,<LOQ,
BTX/2013/1409,Deben,B010O,Suffolk Coastal DC,TM28834500,Stonner Point,2013-06-03,2013-06-04,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/1410,Dee,B045Q,Wirral BC,SJ21038497,West Kirby,2013-06-03,2013-06-04,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/1411,Southampton Water,B021Y,Southampton PHA,SU48760530,Hamble Estuary,2013-06-03,2013-06-04,Native oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/1439,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,2013-06-04,2013-06-05,Pacific oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/1440,Mawddach,B064M,Gwynedd CC,SH62091557,Porth Aberammffra,2013-06-04,2013-06-05,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/1441,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2013-06-04,2013-06-05,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/1442,Fowey,B070Z,Cornwall PHA,SX12595313,Wisemans,2013-06-04,2013-06-05,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/1443,Butley,B009A,Suffolk Coastal DC,TM39704870,Butley Creek ,2013-06-04,2013-06-05,Pacific oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/1444,Poole,B54BL,Poole BC,SZ01818870,West Brownsea 1,2013-06-04,2013-06-05,Pacific oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/1445,The Wash,B004O,Kings Lynn & West Norfolk BC,TF65803700,Heacham South,2013-06-04,2013-06-05,Cockles,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/1447,Colne,B012F,Colchester BC,TM06201600,Pyefleet Spit,2013-06-04,2013-06-05,Pacific Oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/1464,Taw/Torridge,B036N,Torridge DC,SS45953106,Appledore Lifeboat Slipway ,2013-06-05,2013-06-06,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/1465,Taw/Torridge,B036F,North Devon DC,SS47303210,Cool Stone - Instow ,2013-06-05,2013-06-06,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/1466,Blakeney,B006R,North Norfolk DC,TF91804549,Wells - The Pool,2013-06-05,2013-06-06,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/1467,Crouch,B015W,Maldon DC,TQ86459657,Purleigh Shawl,2013-06-05,2013-06-06,Hard clams,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/1472,Teign,B027G,Teignbridge DC,SX92737273,Gas Works ,2013-06-05,2013-06-07,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/1473,Exe,B026E,Teignbridge DC,SX97808090,Pool,2013-06-05,2013-06-07,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/1495,The Thames,B16AF,London PHA,TR12929919,Foulness Sands,2013-06-10,2013-06-11,Cockles,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/1496,The Thames,B16BR,London PHA,TQ93798271,Phoenix,2013-06-10,2013-06-11,Cockles,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/1497,The Thames,B16AK,London PHA,TR01198614,Maplin Sands West,2013-06-10,2013-06-11,Cockles,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/1498,The Wash,B004H,Kings Lynn & West Norfolk BC,TF52292843,Breast Sand,2013-06-10,2013-06-11,Cockles,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/1499,Milford Haven,B39CY,Pembrokeshire CC,SM95500420,Carr Rocks,2013-06-10,2013-06-11,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/1500,Holy Island - Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,2013-06-10,2013-06-11,Pacific oysters,Detected,<RL,<RL,<RL,<RL,<LOQ,
BTX/2013/1501,Bigbury and Avon,B030B,South Hams DC,SX67174481,West Bank,2013-06-10,2013-06-11,Pacific oysters,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/1502,Swansea,B037G,Swansea PHA,SS63408850,Mumbles (Swansea Bay south),2013-06-10,2013-06-11,Mussels,ND,,<RL,<RL,<RL,<LOQ,
BTX/2013/1503,North Kent Coast,B17AM,Canterbury CC,TR08206690,Pollard,2013-06-10,2013-06-11,Pacific oysters,ND,,<RL,<RL,<RL,<LOQ,
