SampleNumber,NameOfSite,BedId,LocalAuthority,GridReference,BedName,DateSampleCollected,DateSampleArrivedAtWeymouth,DateSampleArrivedAtBurnham,SpeciesSampled,PSPResultSTXequivalent,DSPResultNegative,DSPResultPositive,DomoicAcid,SampleNumber2
610,Exe,B26AA,Teignbridge DC,SX977809,Pool,2001-09-27,2001-09-28,2001-09-28,Mussels,ND,,NEGATIVE,<LOD,610
631,Milford Haven,B039H,Pembrokeshire CC,SN001086,Coedcanlas Spit,2001-10-02,2001-10-03,2001-10-03,Mussels,ND,,NEGATIVE,<LOD,631
632,Milford Haven,,Pembrokeshire CC,SN010062,Lawrenny Quay,2001-10-02,2001-10-03,2001-10-03,Mussels,ND,,NEGATIVE,<LOD,632
622,Burry Inlet,B038G,Carmarthenshire C C,SS498981,Machynys,2001-10-01,2001-10-02,2001-10-02,Cockles,,POSITIVE,,,622
623,Burry Inlet,B038A,Carmarthenshire C C,SS500974,Site 4 North (East),2001-10-01,2001-10-02,2001-10-02,Cockles,,POSITIVE,,,623
624,Burry Inlet,B038B,Carmarthenshire C C,SS483996,Site 4 North (West),2001-10-01,2001-10-02,2001-10-02,Cockles,,,NEGATIVE,,624
615,Fishguard Harbour,B068B,Pembrokeshire CC,SM95063778,Goodwick Sands,2001-10-01,2001-10-02,2001-10-02,Mussels,ND,,NEGATIVE,<LOD,615
605,Mawddach,B064B,Gwynedd County BC,SH635151,Crescent,2001-09-26,2001-09-27,2001-09-27,Mussels,ND,,NEGATIVE,<LOD,605
604,Dovey,B041F,Gwynedd County BC,SN616959,Aberdyfi Slipway,2001-09-26,2001-09-27,2001-09-27,Cockles,ND,,NEGATIVE,<LOD,604
667,Blakeney,B006C,North Norfolk DC,TF990453,Simpool,2001-10-09,2001-10-10,2001-10-10,Mussels,ND,,NEGATIVE,<LOD,667
637,Blackwater,B014D,Maldon DC,TL925077,Goldhanger,2001-10-03,2001-10-04,2001-10-04,Pacific oyster,ND,,NEGATIVE,<LOD,637
662,West Mersea,B013J,Colchester BC,TL980132,Upper Salcott,2001-10-09,2001-10-10,2001-10-10,Native oyster,ND,,,<LOD,662
663,West Mersea,B013E,Colchester BC,,Strood Channel,2001-10-09,2001-10-10,2001-10-10,Native oyster,ND,,,<LOD,663
664,West Mersea,B013B,Colchester BC,TM027122,Free Ground W.,2001-10-09,2001-10-10,2001-10-10,Native oyster,ND,,,<LOD,664
636,The Thames,,London PHA,,Corporation Jetty,2001-10-02,2001-10-04,,Mussels,ND,,NEGATIVE,,636
655,The Thames,B016R,London PHA,TQ937749,Barton Point,2001-10-08,2001-10-09,2001-10-10,Mussels,ND,,NEGATIVE,<LOD,655
668,The Thames,B076F,London PHA,TR042651,River Swale #6,2001-10-09,2001-10-10,2001-10-10,Mussels,ND,,NEGATIVE,<LOD,668
649,Thames,B17AD,Thanet DC,TR274697,Minnis Bay,2001-10-08,2001-10-09,2001-10-08,Cockles,,POSITIVE,,<LOD,649
650,Pegwell Bay,B016A,Thanet DC,TR353638,Pegwell Bay,2001-10-08,2001-10-09,2001-10-08,Cockles,,,NEGATIVE,<LOD,650
665,Chichester Harbour,B018E,Havant BC,SU746005,Mill Rythe,2001-10-09,2001-10-10,2001-10-10,Native oyster,ND,,NEGATIVE,<LOD,665
661,Langstone Harbour,B019A,Portsmouth PHA,SU70600391,Main Channel,2001-10-09,2001-10-10,2001-10-10,Native oysters,ND,,NEGATIVE,<LOD,661
660,Portsmouth Harbour,B020B,Portsmouth PHA,SU60290411,Peewit Island W,2001-10-09,2001-10-10,2001-10-10,Native oyster,ND,,NEGATIVE,<LOD,660
659,The Solent,B24AX,Portsmouth PHA,SZ62239847,Haslar Wall,2001-10-09,2001-10-10,2001-10-10,Native oyster,ND,,NEGATIVE,<LOD,659
647,Southampton Water,B021D,Southampton PHA,SU453077,Netley,2001-10-03,2001-10-05,2001-10-05,Native oyster,ND,,NEGATIVE,<LOD,647
648,The Solent,B24AV,Southampton PHA,SZ47509960,Stanswood,2001-10-03,2001-10-05,2001-10-05,Native oyster,ND,,NEGATIVE,<LOD,648
651,Fal,B033Z,Falmouth PHA,SW84093878,T Pontoon,2001-10-08,2001-10-09,2001-10-09,Mussels,ND,,NEGATIVE,<LOD,651
652,Fal,B033C,Falmouth PHA,SW84544276,Malpas,2001-10-08,2001-10-09,2001-10-09,Mussels,ND,,NEGATIVE,<LOD,652
653,Fal,B033T,Falmouth PHA,SW80243386,Penryn River - Meads,2001-10-08,2001-10-09,2001-10-09,Native oyster,ND,,NEGATIVE,<LOD,653
654,Fal,B033R,Falmouth PHA,SW85623321,Percuil,2001-10-08,2001-10-09,2001-10-09,Native oyster,ND,,NEGATIVE,<LOD,654
646,Brixham,B082A,Torbay BC,SX91285739,Fishcombe Cove,2001-10-04,2001-10-05,2001-10-05,Mussels,ND,,NEGATIVE,<LOD,646
639,Burry Inlet,B038I,City and Council of Swansea,SS505959,South side (East),2001-10-02,2001-10-04,,Cockles,,,NEGATIVE,,639
640,Burry Inlet,B038K,City and Council of Swansea,SS487959,South side (Mid),2001-10-02,2001-10-04,,Cockles,,,NEGATIVE,,640
641,Burry Inlet,B038J,City and Council of Swansea,SS472961,South side (West),2001-10-02,2001-10-04,,Cockles,,,NEGATIVE,,641
642,Burry Inlet,B038Q,City and Council of Swansea,SS53639594,Ochor Draw,2001-10-02,2001-10-04,,Cockles,,,NEGATIVE,,642
643,Burry Inlet,,City and Council of Swansea,,Selwyns seafood,2001-10-03,2001-10-04,,Cockles,,,NEGATIVE,,643
656,Burry Inlet,B038A,Carmarthenshire C C,SS500974,Site 4 North (East),2001-10-08,2001-10-09,,Cockles,,,NEGATIVE,,656
657,Burry Inlet,B038G,Carmarthenshire C C,SS498981,Machynys,2001-10-08,2001-10-09,,Cockles,,,NEGATIVE,,657
658,Burry Inlet,B038B,Carmarthenshire C C,SS483996,Site 4 North (West),2001-10-08,2001-10-09,,Cockles,,,NEGATIVE,,658
666,Ravenglass,B053C,Copeland DC,SD08359610,Ravenglass 2,2001-10-09,2001-10-10,2001-10-10,Mussels,ND,,NEGATIVE,<LOD,666
638,ICES VII E,ICES VII E,Wyre BC,,ICES VII E,2001-10-02,2001-10-04,2001-10-04,Scallops,ND,,NEGATIVE,<LOD,638
645,Lune,B066H,Wyre BC,SD33105190,Wyre End Scar,2001-10-04,2001-10-05,2001-10-05,Mussels,ND,,NEGATIVE,<LOD,645
669,Lymington River,B24AF,New Forest DC,SZ34809375,No. 3 Post,2001-10-10,2001-10-11,2001-10-11,Native oysters,ND,,,<LOD,669
670,Southampton Water,B021F,Southampton PHA,SU479053,Hamble Estuary,2001-10-10,2001-10-11,2001-10-11,Native oyster,ND,,,<LOD,670
671,Camel,B035J,North Cornwall DC,SW939747,Gentle Jane,2001-10-10,2001-10-11,,Mussels,ND,,,,671
672,The Thames,,London PHA,,Foulness Sands,2001-10-09,2001-10-11,,Cockles,ND,,NEGATIVE,,672
673,Burry Inlet,B038J,City and Council of Swansea,SS472961,South side (West),2001-10-10,2001-10-11,,Cockles,,,NEGATIVE,,673
674,Burry Inlet,B038I,City and Council of Swansea,SS505959,South side (East),2001-10-10,2001-10-11,,Cockles,,,NEGATIVE,,674
675,Burry Inlet,B038K,City and Council of Swansea,SS487959,South side (Mid),2001-10-10,2001-10-11,,Cockles,,,NEGATIVE,,675
676,Camel,B035J,North Cornwall DC,SW92417788,Trebetherick Rocks,2001-10-10,,2001-10-12,Mussels,,,,<LOD,676
677,The Thames,B16BI,London PHA,TR06009180,N E Maplin Sands 2,2001-10-10,2001-10-12,,Cockles,,POSITIVE,,,677
678,The Thames,,London PHA,,West Shoebury Island,2001-10-10,2001-10-12,,Cockles,,,NEGATIVE,,678
679,Brancaster,B005S,Kings Lynn & W Norfolk BC,TF815457,Norton Creek,2001-10-15,2001-10-16,2001-10-16,Mussels,ND,,NEGATIVE,<LOD,679
680,Salcombe,,South hams DC,SX75554148,Geese Quarries,2001-10-15,2001-10-16,2001-10-16,Pacific oysters,ND,,NEGATIVE,<LOD,680
681,Fowey,B070K,Fowey PHA,SX12605320,Wisemans,2001-10-15,2001-10-16,2001-10-16,Mussels,ND,,NEGATIVE,<LOD,681
682,Fowey,B070I,Fowey PHA,SX13405165,Pont Pill No 34,2001-10-15,2001-10-16,2001-10-16,Pacific oysters,ND,,NEGATIVE,<LOD,682
683,The Solent,B063B,Isle of Wight Council,SZ501951,Medina Wharf,2001-10-15,2001-10-16,2001-10-16,Native oyster,ND,,,<LOD,683
684,The Solent,B024B,Isle of Wight Council,SZ579940,Mother Bank,2001-10-15,2001-10-16,2001-10-16,Native oyster,ND,,NEGATIVE,<LOD,684
685,Burry Inlet,B038A,Carmarthenshire C C,SS500974,Site 4 North (East),2001-10-15,2001-10-16,,Cockles,,,NEGATIVE,,685
686,Burry Inlet,B038B,Carmarthenshire C C,SS483996,Site 4 North (West),2001-10-15,2001-10-16,,Cockles,,POSITIVE,,,686
687,Burry Inlet,B038G,Carmarthenshire C C,SS498981,Machynys,2001-10-15,2001-10-16,,Cockles,,POSITIVE,,,687
689,The Thames,,London PHA,,Foulness Sands,2001-10-16,2001-10-17,,Cockles,,,NEGATIVE,,689
690,The Thames,B16BI,London PHA,TR06009180,N E Maplin Sands 2,2001-10-16,2001-10-17,,Cockles,,POSITIVE,,,690
691,The Thames,,London PHA,,West Shoebury Island,2001-10-16,2001-10-17,,Cockles,,,NEGATIVE,,691
692,Taw/Torridge,,Taw-Torridge DC,SS460311,Pulleys Ridge,2001-10-16,2001-10-17,2001-10-17,Mussels,ND,,NEGATIVE,<LOD,692
693,Holy Island-Ross Links,B001M,Berwick upon Tweed BC,NU12333958,Ross Links,2001-10-16,2001-10-17,2001-10-17,Mussels,ND,,NEGATIVE,<LOD,693
694,Poole,B054L,Poole Council,SZ002882,(Ramshorn),2001-10-16,2001-10-17,2001-10-17,Mussels,ND,,NEGATIVE,<LOD,694
695,Yealm,B031E,Plymouth PHA,SX544494,Fox cove,2001-10-16,2001-10-17,2001-10-17,Mussels,ND,,NEGATIVE,<LOD,695
696,Morecambe Bay - East,B047D,Lancaster CC,SD407628,Heysham Flat Skeer,2001-10-16,2001-10-17,2001-10-17,Mussels,ND,,NEGATIVE,<LOD,696
697,Burry Inlet,B038J,City and Council of Swansea,SS472961,South side (West),2001-10-16,2001-10-17,,Cockles,,POSITIVE,,,697
698,Burry Inlet,B038K,City and Council of Swansea,SS487959,South side (Mid),2001-10-16,2001-10-17,,Cockles,,POSITIVE,,,698
699,Burry Inlet,B038I,City and Council of Swansea,SS505959,South side (East),2001-10-16,2001-10-17,,Cockles,,POSITIVE,,,699
700,Burry Inlet,B038Q,City and Council of Swansea,SS53639594,Ochor Draw,2001-10-16,2001-10-17,,Cockles,,POSITIVE,,,700
BTX/2001/0701,Plymouth,B032L,Plymouth PHA,SX407567,Lynher - Shillingham,2001-10-17,2001-10-19,2001-10-18,Mussels,ND,,NEGATIVE,<LOD,BTX/2001/0701
BTX/2001/0702,Silloth,B059E,Allerdale DC,NY076517,Silloth,2001-10-18,2001-10-19,,Mussels,ND,,NEGATIVE,<LOD,BTX/2001/0702
BTX/2001/0703,Swansea,B037I,City and Council of Swansea,SS62908930,Swansea Bay S,2001-10-17,2001-10-19,,Mussels,ND,,NEGATIVE,<LOD,BTX/2001/0703
BTX/2001/0704,,B036F,North Devon DC,SS473321,Yelland Power Station,,2001-10-19,,Mussels,ND,,NEGATIVE,<LOD,BTX/2001/0704
BTX/2001/0705,Blyth,B007A,Waveney District Council,TM475765,Blythburgh Creek,2001-10-22,2001-10-23,,Pacific oyster,ND,,NEGATIVE,<LOD,BTX/2001/0705
BTX/2001/0706,Newlyn,27 E3,Penwith DC,27 E3,SW71 72 76 77,2001-10-22,2001-10-23,,Scallop,ND,,NEGATIVE,<LOD,BTX/2001/0706
BTX/2001/0707,Plymouth,EC63,Plymouth PHA,,EC49,2001-10-22,2001-10-23,,Scallop,ND,,NEGATIVE,4.2,BTX/2001/0707
BTX/2001/0708,Burry Inlet,B038A,Carmarthenshire C C,SS500974,Site 4 North (East),2001-10-21,2001-10-23,,Cockles,ND,,NEGATIVE,<LOD,BTX/2001/0708
BTX/2001/0709,Three Rivers,B071E,Carmarthenshire CC,SN357073,St Ishmaels,2001-10-21,2001-10-23,,Mussels,ND,,NEGATIVE,<LOD,BTX/2001/0709
BTX/2001/0710,Morecambe Bay - Roa Island,B077D,Barrow BC,SD233647,Roa Island,2001-10-22,2001-10-23,,Mussels,ND,,NEGATIVE,<LOD,BTX/2001/0710
BTX/2001/0711,Morecambe Bay - Barrow,B077B,Barrow BC,SD185706,Cocken Tunnel,2001-10-22,2001-10-23,,Mussels,ND,,NEGATIVE,<LOD,BTX/2001/0711
BTX/2001/0712,Helford,B034A,Falmouth and Truro PHA,SW75282664,Calamansac,2001-10-22,2001-10-23,,Native oyster,ND,,NEGATIVE,<LOD,BTX/2001/0712
BTX/2001/0713,Blyth,B007A,River Blyth PHA,,South Harbour,2001-10-22,2001-10-23,,Mussels,ND,,NEGATIVE,<LOD,BTX/2001/0713
BTX/2001/0714,Burry Inlet,B038B,Carmarthenshire C C,SS483996,Site 4 North (West),2001-10-21,2001-10-23,,Cockles,,POSITIVE,,,BTX/2001/0714
BTX/2001/0715,Burry Inlet,B038G,Carmarthenshire C C,SS498981,Machynys,2001-10-21,2001-10-23,,Cockles,,,NEGATIVE,,BTX/2001/0715
BTX/2001/0716,Liverpool Bay,B058D,Mersey PHA,SJ250920,Leasowe Lighthouse,2001-10-22,,2001-10-23,Mussels,,,,<LOD,BTX/2001/0716
BTX/2001/0717,,IS 15,Wyre BC,IS 15,"""Ventura Again""",2001-10-23,2001-10-24,,Scallops,ND,,NEGATIVE,<LOD,BTX/2001/0717
BTX/2001/0718,Thames,B17AD,Thanet DC,TR274697,Minnis Bay,2001-10-22,2001-10-24,,Cockles,,,NEGATIVE,,BTX/2001/0718
BTX/2001/0719,Beaulieu,B023A,New Forest DC,SU40850019,Bucklers Hard,2001-10-23,2001-10-24,,Native oysters,ND,,NEGATIVE,<LOD,BTX/2001/0719
BTX/2001/0720,Dee,B045O,Wirral BC,SJ227837,Caldy Blacks,2001-10-23,2001-10-24,,Mussels,ND,,NEGATIVE,<LOD,BTX/2001/0720
BTX/2001/0721,Blackwater,B014D,Maldon DC,TL925077,Goldhanger,2001-10-23,2001-10-24,,Pacific oyster,ND,,NEGATIVE,<LOD,BTX/2001/0721
BTX/2001/0738,Butley,B009A,Suffolk Coastal DC,TM397487,Butley Creek,2001-10-29,2001-10-30,2001-10-30,Pacific oysters,ND,,,<LOD,738
BTX/2001/0739,Alde/Ore,B008E,Suffolk Coastal DC,TM46185505,Martello Tower,2001-10-29,2001-10-30,2001-10-30,Mussels,ND,,,<LOD,739
BTX/2001/0731,Crouch,B015A,Maldon DC,TQ901973,Althorne,2001-10-26,2001-10-29,2001-10-29,Native oyster,ND,,,<LOD,731
BTX/2001/0745,Colne,B012G,Colchester BC,TM070139,Wreck Marker,2001-10-30,2001-10-31,2001-10-31,Mussels,ND,,NEGATIVE,<LOD,745
BTX/2001/0748,The Thames,B16BH,London PHA,,West Shoebury Island,2001-10-30,2001-10-31,,Cockles,,,NEGATIVE,,748
BTX/2001/0749,The Thames,B16AF,London PHA,,Foulness Sands,2001-10-30,2001-10-31,,Cockles,,POSITIVE,,,749
BTX/2001/0750,The Thames,B16BI,London PHA,TR06009180,N E Maplin Sands 2,2001-10-30,2001-10-31,,Cockles,,POSITIVE,,,750
BTX/2001/0735,The Thames,B17AM,Canterbury CC,TR082669,Pollard,2001-10-29,2001-10-30,2001-10-30,Cockles,ND,POSITIVE,,<LOD,735
BTX/2001/0736,The Thames,B17AM,Canterbury CC,TR082669,Pollard,2001-10-29,2001-10-30,2001-10-30,Pacific oyster,ND,,,<LOD,736
BTX/2001/0737,The Thames,B17AM,Canterbury CC,TR082669,Pollard,2001-10-29,2001-10-30,2001-10-30,Clam,ND,,NEGATIVE,<LOD,737
BTX/2001/0734,Langstone Harbour,B019A,Portsmouth PHA,SU70600391,Main Channel,2001-10-29,2001-10-30,2001-10-30,Native oysters,ND,,NEGATIVE,<LOD,734
BTX/2001/0733,Portsmouth Harbour,B020B,Portsmouth PHA,SU60290411,Peewit Island W,2001-10-29,2001-10-30,2001-10-30,Native oyster,ND,,NEGATIVE,<LOD,733
BTX/2001/0732,The Solent,B24AX,Portsmouth PHA,SZ62239847,Haslar Wall,2001-10-29,2001-10-30,2001-10-30,Native oyster,ND,,NEGATIVE,<LOD,732
BTX/2001/0746,Poole,B054Q,Poole Borough Council,SZ064858,Bournemouth Pier,2001-10-30,2001-10-31,2001-10-31,Mussels,ND,,,<LOD,746
BTX/2001/0747,Poole,B054L,Poole Council,SZ002882,Ramshorn,2001-10-30,2001-10-31,2001-10-31,Mussels,ND,,,<LOD,747
BTX/2001/0744,Portland,B025F,Weymouth PHA,SY68277575,Fleet Lagoon,2001-10-30,2001-10-31,2001-11-01,Mussels,ND,,NEGATIVE,,744
BTX/2001/0729,Bigbury and Avon,B030C,South Hams DC,SX67254489,Hexdown Quay,2001-10-25,2001-10-26,2001-10-26,Pacific oyster,ND,,NEGATIVE,<LOD,729
BTX/2001/0730,Bigbury and Avon,B030C,South Hams DC,SX67254489,Hexdown Quay,2001-10-25,2001-10-26,2001-10-26,Mussels,ND,,NEGATIVE,<LOD,730
BTX/2001/0728,Camel,B035J,North Cornwall DC,SW92417788,Trebetherick Rocks,2001-10-24,,2001-10-25,Mussels,,,,<LOD,728
BTX/2001/0751,Burry Inlet,B038J,City and Council of Swansea,SS472961,South side (West),2001-10-30,2001-10-31,,Cockles,,,NEGATIVE,,751
BTX/2001/0752,Burry Inlet,B038I,City and Council of Swansea,SS505959,South side (East),2001-10-30,2001-10-31,,Cockles,,,NEGATIVE,,752
BTX/2001/0753,Burry Inlet,B038K,City and Council of Swansea,SS487959,South side (Mid),2001-10-30,2001-10-31,,Cockles,,,NEGATIVE,,753
BTX/2001/0754,Burry Inlet,B038Q,City and Council of Swansea,SS53639594,Ochor Draw,2001-10-30,2001-10-31,,Cockles,,,NEGATIVE,,754
BTX/2001/0741,Burry Inlet,B038B,Carmarthenshire C C,SS483996,Site 4 North (West),2001-10-29,2001-10-30,,Cockles,,POSITIVE,,,741
BTX/2001/0742,Burry Inlet,B038A,Carmarthenshire C C,SS500974,Site 4 North (East),2001-10-29,2001-10-30,,Cockles,,POSITIVE,,,742
BTX/2001/0743,Burry Inlet,B038G,Carmarthenshire C C,SS498981,Machynys,2001-10-29,2001-10-30,,Cockles,,,NEGATIVE,,743
BTX/2001/0740,Fishguard Harbour,B068B,Pembrokeshire CC,SM95063778,Goodwick Sands,2001-10-29,2001-10-30,2001-10-30,Mussels,ND,,NEGATIVE,0.66,740
BTX/2001/0778,Blakeney,B006C,North Norfolk DC,TF990453,Simpool,2001-11-06,2001-11-07,2001-11-07,Mussels,ND,,NEGATIVE,<LOD,BTX/2001/0778
BTX/2001/0779,West Mersea,BO13H,Colchester BC,TM000137,Strood Channel,2001-11-06,2001-11-07,2001-11-07,Native oyster,ND,,,<LOD,BTX/2001/0779
BTX/2001/0780,West Mersea,BO13B,Colchester BC,TM070139,Free Ground,2001-11-06,2001-11-07,2001-11-07,Native oyster,ND,,,<LOD,BTX/2001/0780
BTX/2001/0781,West Mersea,BO13J,Colchester BC,TM070139,Salcott,2001-11-06,2001-11-07,2001-11-07,Native oyster,ND,,,<LOD,BTX/2001/0781
BTX/2001/0758,Blackwater,B013F,Maldon DC,TL98611115,Tollesbury North Fleet,2001-10-31,2001-11-02,2001-11-02,Native oyster,ND,,,<LOD,BTX/2001/0758
BTX/2001/0761,The Thames,B16BH,London PHA,TQ97108520,West Shoebury Island,2001-11-05,2001-11-06,,Cockles,,POSITIVE,,,BTX/2001/0761
BTX/2001/0762,The Thames,B16BI,London PHA,TR06009180,N E Maplin Sands 2,2001-11-05,2001-11-06,,Cockles,,POSITIVE,,,BTX/2001/0762
BTX/2001/0763,The Thames,B16AF,London PHA,TM11940000,Foulness Sands,2001-11-05,2001-11-06,,Cockles,,,NEGATIVE,,BTX/2001/0763
BTX/2001/0770,The Thames,B17AM,Canterbury CC,TR082669,Pollard,2001-11-05,2001-11-06,,Pacific oyster,,,NEGATIVE,,BTX/2001/0770
BTX/2001/0771,The Thames,B17AM,Canterbury CC,TR082669,Pollard,2001-11-05,2001-11-06,,Clam,ND,,NEGATIVE,,BTX/2001/0771
BTX/2001/0772,The Thames,B17AM,Canterbury CC,TR082669,Pollard,2001-11-05,2001-11-06,,Cockles,,,NEGATIVE,,BTX/2001/0772
BTX/2001/0760,Thames,B17AD,Thanet DC,TR274697,Minnis Bay,2001-11-05,2001-11-06,2001-11-06,Cockles,ND,POSITIVE,,<LOD,BTX/2001/0760
BTX/2001/0759,Pegwell Bay,B016A,Thanet DC,TR353638,Pegwell Bay,2001-11-05,2001-11-06,2001-11-06,Cockles,ND,,NEGATIVE,<LOD,BTX/2001/0759
BTX/2001/0757,Weymouth Inner Harbour,,Weymouth PHA,,Inner Harbour,2001-11-01,2001-11-01,,Mussels,ND,,NEGATIVE,,BTX/2001/0757
BTX/2001/0766,St Ives Bay,B088B,Penwith DC,SW58134283,Godrevy Cove,2001-11-05,2001-11-06,2001-11-06,Mussels,ND,,NEGATIVE,<LOD,BTX/2001/0766
BTX/2001/0767,St Ives Bay,B088E,Penwith DC,SW53403880,Wackys Cave,2001-11-05,2001-11-06,2001-11-06,Mussels,ND,,NEGATIVE,<LOD,BTX/2001/0767
BTX/2001/0773,ICES box 30 E3,,Penwith DC,,Newlyn Fish Market,2001-11-05,2001-11-06,2001-11-06,Scallop,ND,,NEGATIVE,<LOD,BTX/2001/0773
BTX/2001/0764,Milford Haven,B039H,Pembrokeshire CC,SN001086,Coedcanlas Spit,2001-11-05,2001-11-06,2001-11-06,Mussels,ND,,NEGATIVE,<LOD,BTX/2001/0764
BTX/2001/0765,Milford Haven,,Pembrokeshire CC,SN010062,Lawrenny Quay,2001-11-05,2001-11-06,2001-11-06,Mussels,ND,,NEGATIVE,<LOD,BTX/2001/0765
BTX/2001/0775,Burry Inlet,B038G,Carmarthenshire C C,SS498981,Machynys,2001-11-05,2001-11-06,,Cockles,,,NEGATIVE,,BTX/2001/0775
BTX/2001/0776,Burry Inlet,B038B,Carmarthenshire C C,SS483996,Site 4 North (West),2001-11-05,2001-11-06,,Cockles,,,NEGATIVE,,BTX/2001/0776
BTX/2001/0777,Burry Inlet,B038A,Carmarthenshire C C,SS500974,Site 4 North (East),2001-11-05,2001-11-06,,Cockles,,,NEGATIVE,,BTX/2001/0777
BTX/2001/0756,Colwyn Bay,B069C,Conwy County BC,SH897786,Llanddulas,2001-10-29,2001-11-01,2001-11-01,Mussels,ND,,NEGATIVE,<LOD,BTX/2001/0756
BTX/2001/0755,Conwy,B044H,Conwy County BC,SH761797,Morfa,2001-10-29,2001-11-01,2001-11-01,Mussels,ND,,NEGATIVE,<LOD,BTX/2001/0755
BTX/2001/0768,Ravenglass,B053C,Copeland DC,SD08359610,Ravenglass 2,2001-11-05,2001-11-06,2001-11-06,Mussels,ND,,NEGATIVE,<LOD,BTX/2001/0768
BTX/2001/0769,Morecambe Bay - Roa Island,B077D,Barrow BC,SD233647,Roa Island,2001-11-05,2001-11-06,2001-11-06,Mussels,ND,,NEGATIVE,<LOD,BTX/2001/0769
BTX/2001/0774,Morecambe Bay - Barrow,B077B,Barrow BC,SD185706,Cocken Tunnel,2001-11-05,2001-11-07,2001-11-06,Mussels,ND,,NEGATIVE,<LOD,BTX/2001/0774
BTX/2001/0782,,IS 15,Wyre BC,,"""Maureen Patricia""",2001-11-06,2001-11-07,2001-11-07,Scallops,ND,,NEGATIVE,<LOD,BTX/2001/0782
BTX/2001/795,Blyth,B007A,Waveney District Council,TM475765,Blythburgh Creek,2001-11-12,2001-11-13,,Pacific oyster,ND,,NEGATIVE,<LOD,BTX/2001/795
BTX/2001/784,Burry Inlet,B038I,City and Council of Swansea,SS505959,South side (East),2001-11-07,2001-11-08,,Cockles,DSP only,,NEGATIVE,DSP only,BTX/2001/784
BTX/2001/785,Burry Inlet,B038Q,City and Council of Swansea,SS53639594,Ochor Draw,2001-11-07,2001-11-08,,Cockles,DSP only,,NEGATIVE,DSP only,BTX/2001/785
BTX/2001/786,Burry Inlet,B038K,City and Council of Swansea,SS487959,South side (Mid),2001-11-07,2001-11-08,,Cockles,DSP only,,NEGATIVE,DSP only,BTX/2001/786
BTX/2001/787,Burry Inlet,B038J,City and Council of Swansea,SS472961,South side (West),2001-11-07,2001-11-08,,Cockles,DSP only,,NEGATIVE,DSP only,BTX/2001/787
BTX/2001/802,Burry Inlet,B038Q,City and Council of Swansea,SS53639594,Ochor Draw,2001-11-11,2001-11-13,,Cockles,DSP only,,NEGATIVE,DSP only,BTX/2001/802
BTX/2001/803,Burry Inlet,B038J,City and Council of Swansea,SS472961,South side (West),2001-11-11,2001-11-13,,Cockles,DSP only,,NEGATIVE,DSP only,BTX/2001/803
BTX/2001/804,Burry Inlet,B038I,City and Council of Swansea,SS505959,South side (East),2001-11-11,2001-11-13,,Cockles,DSP only,POSITIVE,,DSP only,BTX/2001/804
BTX/2001/805,Burry Inlet,B038K,City and Council of Swansea,SS487959,South side (Mid),2001-11-11,2001-11-13,,Cockles,DSP only,,NEGATIVE,DSP only,BTX/2001/805
BTX/2001/806,Burry Inlet,B038A,Carmarthenshire C C,SS500974,Site 4 North (East),2001-11-12,2001-11-13,,Cockles,DSP only,,NEGATIVE,DSP only,BTX/2001/806
BTX/2001/807,Burry Inlet,B038B,Carmarthenshire C C,SS483996,Site 4 North (West),2001-11-12,2001-11-13,,Cockles,DSP only,,NEGATIVE,DSP only,BTX/2001/807
BTX/2001/808,Burry Inlet,B038G,Carmarthenshire C C,SS498981,Machynys,2001-11-12,2001-11-13,,Cockles,DSP only,,NEGATIVE,DSP only,BTX/2001/808
BTX/2001/788,Fal,B033C,Falmouth PHA,SW84544276,Malpas,2001-11-07,2001-11-08,,Mussels,ND,,NEGATIVE,<LOD,BTX/2001/788
BTX/2001/789,Fal,B033T,Falmouth PHA,SW80243386,Penryn River - Meads,2001-11-07,2001-11-08,,Native Oysters,ND,,NEGATIVE,<LOD,BTX/2001/789
BTX/2001/797,Fal,B033Z,Falmouth PHA,SW84093878,T Pontoon,2001-11-06,,2001-11-07,Mussels,No sample,,No sample,<LOD,BTX/2001/797
BTX/2001/811,Fowey,B070K,Fowey PHA,SX12605320,Wisemans,2001-11-13,2001-11-14,,Mussels,ND,,NEGATIVE,<LOD,BTX/2001/811
BTX/2001/812,Fowey,B070I,Fowey PHA,SX13405165,Pont Pill No 34,2001-11-13,2001-11-14,,Pacific oysters,ND,,NEGATIVE,<LOD,BTX/2001/812
BTX/2001/796,Helford,B034A,Falmouth and Truro PHA,SW75282664,Calamansac,2001-11-12,2001-11-13,,Native oyster,ND,,NEGATIVE,<LOD,BTX/2001/796
BTX/2001/801,Roach,B073H,London PHA,TQ948934,Paglesham Reach,2001-11-12,2001-11-13,,Native oyster,ND,,NEGATIVE,<LOD,BTX/2001/801
BTX/2001/813,Southampton Water,B021F,Southampton PHA,SU479053,Hamble Estuary,2001-11-13,2001-11-14,,Native oyster,ND,,NEGATIVE,<LOD,BTX/2001/813
BTX/2001/814,Southampton Water,B021D,Southampton PHA,SU453077,Netley,2001-11-13,2001-11-14,,Native oyster,ND,,NEGATIVE,<LOD,BTX/2001/814
BTX/2001/815,The Solent,B24AV,Southampton PHA,SZ47509960,Stanswood,2001-11-13,2001-11-14,,Native oyster,ND,,NEGATIVE,<LOD,BTX/2001/815
