SampleNumber,ProductionArea,BedID,LocalAuthority,GridReference,SamplingPoint,DateSampleCollected,SpeciesSampled,PSP_HPLCScreenResult(Detected-ND),PSP_HPLC(Microgram_STXeq_per_kg)SemiquantResult_<400->400,PSP_HPLCResult_(Microgram_STXeq_per_kg)HighValueCalculatedFromMU,TotalOA-DTXs-PTXs(Microgram_OA_eq_per_kg)HighValueCalculatedFromMU,TotalAZAS_(Microgram_AZA1_eq_per_kg)HighValueCalculatedFromMU,TotalYTXS(mg_YTX_eq_per_kg)HighValueCalculatedFromMU,ASP(mgPerkg)
BTX/2020/005,West Mersea,B13AG,Colchester BC,TL97441340,Salcott Pacifics,2024-01-07,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/006,Brancaster,B05AS,Kings Lynn & West Norfolk BC,TF79884539,Norton Creek Mussels,2024-01-07,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/007,Southampton Water,B21AT,Southampton PHA,SU48760530,Hamble Estuary,2024-01-07,Manila clams,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/008,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,2024-01-07,Native oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/009,The Fleet,B25AI,Dorset Council,SY66477627,Fleet Oysters,2024-01-08,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/010,Lyme Bay,B090V,Dorset Council,SY45918886,Lyme Bay Ensis West,2024-01-07,Razors,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/015,Colne,B012F,Colchester BC,TM06201600,Pyefleet Spit,2024-01-08,Pacific Oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/016,Butley,B009E,East Suffolk Council,TM39434850,Pumping Station Outfall,2024-01-08,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/017,The Wash,B04AP,Kings Lynn & West Norfolk BC,TF65963701,Stubborn Sand,2024-01-08,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ
BTX/2020/0022,Camel,B35AE,Cornwall CC,SW93407530,Porthilly Rock B,2024-01-09,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0023,Conwy,B044V,Conwy CBC,SH7630879327,Conwy West,2024-01-08,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0024,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,2024-01-09,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0030,Roach,B73AF,London PHA,TQ94909207,Paglesham,2024-01-10,Hard clams,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0031,Poole,B54CI,Bournemouth Poole Christchurch Council,SZ01818871,West Brownsea 1,2024-01-10,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0034,Silloth,B059L,Allerdale BC,NY10055345,Lees Scar,2024-01-14,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0035,Deben,B010O,East Suffolk Council,TM28834500,Stonner Point,2024-01-14,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0036,Taw/Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,2024-01-13,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0037,Holy Island - Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,2024-01-14,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0038,Porlock,B094D,Somerset West & Taunton Council,SS87114786,Porlock East,2024-01-14,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0044,North Kent Coast,B17BS,Canterbury CC,TR10326689,WOCO Westbeach,2024-01-15,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0045,The Wash,B003V,Boston BC,TF44234098,Toft,2024-01-15,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0046,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,2024-01-15,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0055,Morecambe Bay - Barrow,B077R,Barrow-in-Furness BC,SD24916365,Foulney,2024-01-16,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0056,Morecambe Bay - Roosebeck,B48AX,Barrow-in-Furness BC,SD25996647,Roosebeck North,2024-01-16,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0057,West Mersea,B13AA,Colchester BC,TM03101211,West Mersea Outfall,2024-01-16,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0058,The Thames,B16BS,London PHA,TQ88148489,West of Southend Pier,2024-01-16,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0059,Liverpool Bay - Wirral,B058R,Mersey PHA,SJ29539425,Harrison Drive East,2024-01-16,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ
BTX/2020/0060,Blackwater,B14AD,Maldon DC,TM04060768,St Peters Flats,2024-01-16,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0062,Swale,B076P,Swale BC,TR01316497,The Causeway,2024-01-17,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0066,St. Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2024-01-21,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0067,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2024-01-21,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0068,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,2024-01-21,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0069,Fal,B033E,Cornwall PHA,SW85134212,Grimes Bar,2024-01-21,Native oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0070,Holy Island - Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,2024-01-20,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0071,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,2024-01-21,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0072,Ribble,B046C,West Lancashire DC,SD32802590,Point 31 Ribble Walls North,2024-01-21,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0086,Burry Inlet,B038B,Carmarthenshire CC,SS47959886,North (West),2024-01-22,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ
BTX/2020/0087,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,2024-01-22,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0088,Langstone Harbour,B019I,Portsmouth PHA,SU70560339,Stoke Common Lake,2024-01-22,Hard clams,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0089,Start Bay,B087J,South Hams DC,SX82504197,Off Torcross,2024-01-22,Surf clams,ND,,,<RL,<RL,<RL,5.3
BTX/2020/0090,Dart,B028B,South Hams DC,SX87415599,Waddeton,2024-01-22,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0091,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW corner,2024-01-21,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0092,Lyme Bay,B090M,Torbay BC,Unverified,Site 1,2024-01-21,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0093,Lune,B066W,Wyre BC,SD41835241,Pilling Sands East,2024-01-22,Cockles,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0108,Yealm,B031J,Plymouth PHA,SX54224904,Thorn,2024-01-23,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0109,Portsmouth Harbour,B020H,Portsmouth PHA,SU62850544,Paulsgrove,2024-01-23,Hard clams,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0111,Blakeney,B006R,North Norfolk DC,TF91804549,Wells - The Pool,2024-01-24,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0112,Anglesey - Red Wharf Bay,B057J,Ynys Mon CC,SH53148022,Nodwydd,2024-01-24,Cockles,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0113,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,2024-01-24,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0114,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,2024-01-24,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0121,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow North,2024-01-28,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0122,Burry Inlet,B038I,City and Council of Swansea,SS50509590,South East 4,2024-01-28,Cockles,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0123,Burry Inlet,B038L,City and Council of Swansea,SS43409470,Whitford Point,2024-01-28,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0130,Percuil,B033R,Cornwall PHA,SW85853369,Percuil,2024-01-29,Native oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0131,Fal,B33BG,Cornwall PHA,SW82803517,Mylor Pool,2024-01-29,Native oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0132,Beaulieu,B023I,New Forest DC,SU40280135,Landing Stage,2024-01-30,Manila clams,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0148,Conwy,B044V,Conwy CBC,SH76317972,Conwy West,2024-02-04,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0149,Deben,B010O,East Suffolk Council,TM28834500,Stonner Point,2024-02-04,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0150,The Fleet,B25AI,Dorset Council,SY66477627,Fleet Oysters,2024-02-05,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0169,Fal,B033E,Cornwall PHA,SW85134212,Grimes Bar,2024-02-05,Native oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0170,Fal,B33BG,Cornwall PHA,SW82803517,Mylor Pool,2024-02-05,Native oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0171,Butley,B009E,East Suffolk Council,TM39434850,Pumping Station Outfall,2024-02-05,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0188,Blackwater,B14AD,Maldon DC,TM04060768,St Peters Flats,2024-02-06,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0189,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,2024-02-06,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0193,Roach,B73AF,London PHA,TQ94909207,Paglesham,2024-02-07,Hard clams,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0197,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,2024-02-11,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0198,Brancaster,B05AS,Kings Lynn & West Norfolk BC,TF79884539,Norton Creek Mussels,2024-02-11,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0199,Holy Island - Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,2024-02-11,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0205,North Kent Coast,B17BS,Canterbury CC,TR10296690,WOCO Westbeach,2024-02-12,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0206,Percuil,B033R,Cornwall PHA,SW85853369,Percuil,2024-02-12,Native oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0207,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,2024-02-12,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0208,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,2024-02-12,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0216,Silloth,B059L,Allerdale BC,NY10055345,Lees Scar,2024-02-13,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0217,Morecambe Bay - Barrow,B077R,Barrow-in-Furness BC,SD24916365,Foulney,2024-02-13,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0218,Morecambe Bay - Roosebeck,B48AX,Barrow-in-Furness BC,SD25996647,Roosebeck North,2024-02-13,Pacific oysters,ND,,,<RL,<RL,<RL,1.8
BTX/2020/0219,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow North,2024-02-13,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0220,Camel,B35AE,Cornwall CC,SW93407530,Porthilly Rock B,2024-02-13,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0221,The Wash,B04AP,Kings Lynn & West Norfolk BC,TF65963701,Stubborn Sand,2024-02-13,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ
BTX/2020/0222,Porlock,B094D,Somerset West & Taunton Council,SS87114786,Porlock East,2024-02-13,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0223,West Mersea,B13AA,Colchester BC,TM03101211,West Mersea Outfall,2024-02-13,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0224,The Thames,B16BS,London PHA,TQ88148489,West of Southend Pier,2024-02-13,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0236,Portsmouth Harbour,B020H,Portsmouth PHA,SU62850544,Paulsgrove,2024-02-19,Hard clams,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0237,Lune,B066W,Wyre BC,SD41835241,Pilling Sands East,2024-02-19,Cockles,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0238,West Mersea,B13AG,Colchester BC,TL97441340,Salcott Pacifics,2024-02-18,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0244,Burry Inlet,B038B,Carmarthenshire CC,SS48009950,North (West),2024-02-20,Cockles,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0245,St. Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2024-02-20,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0246,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2024-02-20,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0247,Langstone Harbour,B019I,Portsmouth PHA,SU70560339,Stoke Common Lake,2024-02-20,Hard clams,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0248,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,2024-02-20,Native oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0249,Southampton Water,B21AT,Southampton PHA,SU48760530,Hamble Estuary,2024-02-20,Manila clams,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0250,Colne,B012F,Colchester BC,TM06201600,Pyefleet Spit,2024-02-20,Pacific Oysters,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested
BTX/2020/0251,Blakeney,B006R,North Norfolk DC,TF91804549,Wells - The Pool,2024-02-21,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0252,Anglesey - Red Wharf Bay,B057J,Ynys Mon CC,SH53148022,Nodwydd,2024-02-21,Cockles,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0258,Taw/Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,2024-02-24,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0259,Liverpool Bay - Wirral,B058R,Mersey PHA,SJ29539425,Harrison Drive East,2024-02-25,Cockles,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0272,Poole,B54CI,Bournemouth Poole Christchurch Council,SZ01818871,West Brownsea 1,2024-02-26,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0273,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,2024-02-26,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0279,Beaulieu,B023I,New Forest DC,SU40280135,Landing Stage,2024-02-27,Manila clams,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0280,Yealm,B031J,Plymouth PHA,SX54224904,Thorn,2024-02-27,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0281,Dart,B028B,South Hams DC,SX87415599,Waddeton,2024-02-26,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0282,Start Bay,B087J,South Hams DC,SX82504197,Off Torcross,2024-02-26,Surf clams,ND,,,<RL,<RL,<RL,5.5
BTX/2020/0283,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,2024-02-27,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0284,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,2024-02-27,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0285,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW corner,2024-02-26,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0286,Lyme Bay,B090M,Torbay BC,Unverified,Site 1,2024-02-26,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0287,Ribble,B046C,West Lancashire DC,SD32802590,Point 31 Ribble Walls North,2024-02-28,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0297,Deben,B010O,East Suffolk Council,TM28834500,Stonner Point,2024-03-03,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0298,The Fleet,B25AI,Dorset Council,SY66477627,Fleet Oysters,2024-03-04,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0314,Fal,B33BG,Cornwall PHA,SW82803517,Mylor Pool,2024-03-04,Native oysters,Detected,<400,,<RL,<RL,<RL,<LOQ
BTX/2020/0315,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2024-03-04,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0316,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,2024-03-04,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0317,St. Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2024-03-04,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0318,Fal,B033E,Cornwall PHA,SW85134212,Grimes Bar,2024-03-04,Native oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0319,Butley,B009E,East Suffolk Council,TM39434850,Pumping Station Outfall,2024-03-04,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0320,Swale,B076P,Swale BC,TR01316497,The Causeway,2024-03-04,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0321,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,2024-03-04,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0328,Blackwater,B14AD,Maldon DC,TM04060768,St Peters Flats,2024-03-05,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0329,The Thames,B16BS,London PHA,TQ88148489,West of Southend Pier,2024-03-05,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0349,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,2024-03-10,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0350,Brancaster,B05AS,Kings Lynn & West Norfolk BC,TF79884539,Norton Creek Mussels,2024-03-10,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0351,Roach,B73AF,London PHA,TQ94909207,Paglesham,2024-03-10,Hard clams,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0352,Taw/Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,2024-03-09,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0353,Holy Island - Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,2024-03-09,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0354,Southampton Water,B21AT,Southampton PHA,SU48760530,Hamble Estuary,2024-03-10,Manila clams,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0355,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,2024-03-10,Native oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0375,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,2024-03-11,Mussels,ND,,,,,,
BTX/2020/0376,The Wash,B04AP,Kings Lynn & West Norfolk BC,TF65963701,Stubborn Sand,2024-03-11,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ
BTX/2020/0377,Blakeney,B006R,North Norfolk DC,TF91804549,Wells - The Pool,2024-03-11,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0382,Morecambe Bay - Barrow,B077R,Barrow-in-Furness BC,SD24916365,Foulney,2024-03-12,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0383,Morecambe Bay - Roosebeck,B48AX,Barrow-in-Furness BC,SD25996647,Roosebeck North,2024-03-12,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0384,North Kent Coast,B17BS,Canterbury CC,TR10326689,WOCO Westbeach,2024-03-12,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0385,Poole,B54CI,Bournemouth Poole Christchurch Council,SZ01818871,West Brownsea 1,2024-03-12,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0386,Porlock,B094D,Somerset West & Taunton Council,SS87114786,Porlock East,2024-03-12,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0388,Camel,B35AE,Cornwall CC,SW93407530,Porthilly Rock B,2024-03-13,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0389,West Mersea,B13AA,Colchester BC,TM03101211,West Mersea Outfall,2024-03-13,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0390,Silloth,B059L,Allerdale BC,NY10055345,Lees Scar,2024-03-13,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0396,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow North,2024-03-17,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0397,Conwy,B044V,Conwy CBC,SH7630879722,Conwy West,2024-03-17,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0398,The Wash,B003V,Boston BC,TF44234098,Toft,2024-03-17,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0404,Percuil,B033R,Cornwall PHA,SW85853369,Percuil,2024-03-18,Native oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0405,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW corner,2024-03-17,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0406,Lyme Bay,B090M,Torbay BC,Unverified,Site 1,2024-03-17,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0411,West Mersea,B13AG,Colchester BC,TL97441340,Salcott Pacifics,2024-03-19,Pacific oysters,ND,,,<RL,<RL,<RL,1.4
BTX/2020/0412,Colne,B012F,Colchester BC,TM06201600,Pyefleet Spit,2024-03-20,Pacific Oysters,ND,,,<RL,<RL,<RL,1
BTX/2020/0413,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,2024-03-18,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0414,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,2024-03-17,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0419,Burry Inlet,B038B,Carmarthenshire CC,SS48009950,North (West),2024-03-24,Cockles,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0420,Dart,B028B,South Hams DC,SX87415599,Waddeton,2024-03-24,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0421,Anglesey - Red Wharf Bay,B057J,Ynys Mon CC,SH53148022,Nodwydd,2024-03-24,Cockles,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0431,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,2024-03-25,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0476,Ribble,B046C,West Lancashire DC,SD32802590,Point 31 Ribble Walls North,2024-04-01,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0483,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,2024-04-02,Pacific oysters,ND,,,<RL,<RL,<RL,1.9
BTX/2020/0484,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2024-04-02,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0485,St. Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2024-04-02,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0486,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,2024-04-02,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0487,Fal,B33AN,Cornwall PHA,SW81963546,Mylor Creek,2024-04-02,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0488,Fal,B033Y,Cornwall PHA,SW85024095,Ruan Pontoon/Tregothnan,2024-04-02,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0489,Menai Strait - West,B042O,Gwynedd CC,SH49916579,Area 11 East,2024-04-01,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0490,Menai Strait - East,B055S,Gwynedd CC,SH5833473287,West of Bangor Pier,2024-04-01,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0491,Blackwater,B14AD,Maldon DC,TM04060768,St Peters Flats,2024-04-02,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0492,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow North,2024-04-03,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0493,Poole,B54CI,Bournemouth Poole Christchurch Council,SZ01818871,West Brownsea 1,2024-04-03,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0505,North Kent Coast,B17BS,Canterbury CC,TR10326689,WOCO Westbeach,2024-04-07,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0506,Brancaster,B05AS,Kings Lynn & West Norfolk BC,TF79884539,Norton Creek Mussels,2024-04-07,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0507,Roach,B73AF,London PHA,TQ94909207,Paglesham,2024-04-07,Hard clams,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0508,Liverpool Bay - Wirral,B058R,Mersey PHA,SJ29539425,Harrison Drive East,2024-04-07,Cockles,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0509,Taw/Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,2024-04-06,Mussels,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0510,Holy Island - Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,2024-04-06,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0511,Southampton Water,B21AT,Southampton PHA,SU48760530,Hamble Estuary,2024-04-07,Manila clams,ND,,,<RL,<RL,<RL,<LOQ
BTX/2020/0512,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,2024-04-07,Native oysters,ND,,,<RL,<RL,<RL,<LOQ
